station,dwr3id,pname,value,cdecday
Peterson Flat,PET,swe_latest,3.1,2016-11-30
Peterson Flat,PET,swe_percapr1,10,2016-11-30
Red Rock Mountain,RRM,swe_latest,10.1,2016-11-30
Red Rock Mountain,RRM,swe_percapr1,25,2016-11-30
Shimmy Lake,SHM,swe_latest,7.2,2016-11-30
Shimmy Lake,SHM,swe_percapr1,17,2016-11-30
Middle Boulder 3,MB3,swe_latest,5,2016-11-30
Middle Boulder 3,MB3,swe_percapr1,17,2016-11-30
Highland Lakes,HIG,swe_latest,5.1,2016-11-30
Highland Lakes,HIG,swe_percapr1,17,2016-11-30
Scott Mountain,SCT,swe_latest,1.8,2016-11-30
Scott Mountain,SCT,swe_percapr1,11,2016-11-30
Mumbo Basin,MUM,swe_latest,3,2016-11-30
Mumbo Basin,MUM,swe_percapr1,13,2016-11-30
Big Flat,BFL,swe_latest,4,2016-11-30
Big Flat,BFL,swe_percapr1,25,2016-11-30
Crowder Flat,CWF,swe_latest,0.4,2016-11-30
Cedar Pass,CDP,swe_latest,2.8,2016-11-30
Cedar Pass,CDP,swe_percapr1,15,2016-11-30
Blacks Mountain,BLA,swe_latest,0.8,2016-11-30
Blacks Mountain,BLA,swe_percapr1,6,2016-11-30
Sand Flat,SDF,swe_latest,3.8,2016-11-30
Sand Flat,SDF,swe_percapr1,8,2016-11-30
Medicine Lake,MED,swe_latest,3.1,2016-11-30
Medicine Lake,MED,swe_percapr1,9,2016-11-30
Adin Mountain,ADM,swe_latest,2.1,2016-11-30
Adin Mountain,ADM,swe_percapr1,15,2016-11-30
Snow Mountain,SNM,swe_latest,4.4,2016-11-30
Snow Mountain,SNM,swe_percapr1,16,2016-11-30
Slate Creek,SLT,swe_latest,4.4,2016-11-30
Slate Creek,SLT,swe_percapr1,15,2016-11-30
Stouts Meadow,STM,swe_latest,3.5,2016-11-30
Stouts Meadow,STM,swe_percapr1,9,2016-11-30
Kettle Rock,KTL,swe_latest,3.4,2016-11-30
Kettle Rock,KTL,swe_percapr1,13,2016-11-30
Grizzly Ridge,GRZ,swe_latest,3.4,2016-11-30
Grizzly Ridge,GRZ,swe_percapr1,11,2016-11-30
Pilot Peak,PLP,swe_latest,5.2,2016-11-30
Pilot Peak,PLP,swe_percapr1,9,2016-11-30
Gold Lake,GOL,swe_latest,6.2,2016-11-30
Gold Lake,GOL,swe_percapr1,16,2016-11-30
Humbug,HMB,swe_latest,4.3,2016-11-30
Humbug,HMB,swe_percapr1,15,2016-11-30
Harkness Flat,HRK,swe_latest,4.3,2016-11-30
Harkness Flat,HRK,swe_percapr1,15,2016-11-30
Rattlesnake,RTL,swe_latest,3.2,2016-11-30
Rattlesnake,RTL,swe_percapr1,22,2016-11-30
Bucks Lake,BKL,swe_latest,5.4,2016-11-30
Bucks Lake,BKL,swe_percapr1,12,2016-11-30
Four Trees,FOR,swe_latest,4.6,2016-11-30
Four Trees,FOR,swe_percapr1,23,2016-11-30
Noel Spring,NLS,swe_latest,0.2,2016-11-30
Schneiders,SCN,swe_latest,4.1,2016-11-30
Schneiders,SCN,swe_percapr1,11,2016-11-30
Carson Pass,CXS,swe_latest,2.6,2016-11-30
Caples Lake,CAP,swe_latest,2.5,2016-11-30
Caples Lake,CAP,swe_percapr1,8,2016-11-30
Alpha,ALP,swe_latest,4.3,2016-11-30
Alpha,ALP,swe_percapr1,11,2016-11-30
Forni Ridge,FRN,swe_latest,4.5,2016-11-30
Forni Ridge,FRN,swe_percapr1,12,2016-11-30
Silver Lake,SIL,swe_latest,2.9,2016-11-30
Silver Lake,SIL,swe_percapr1,12,2016-11-30
Central Sierra Snow Lab,CSL,swe_latest,5.4,2016-11-30
Central Sierra Snow Lab,CSL,swe_percapr1,16,2016-11-30
Van Vleck,VVL,swe_latest,5.5,2016-11-30
Van Vleck,VVL,swe_percapr1,15,2016-11-30
Huysink,HYS,swe_latest,4.9,2016-11-30
Huysink,HYS,swe_percapr1,11,2016-11-30
Robinson Cow Camp,RCC,swe_latest,6.1,2016-11-30
Robbs Saddle,RBB,swe_latest,3.7,2016-11-30
Robbs Saddle,RBB,swe_percapr1,17,2016-11-30
Greek Store,GKS,swe_latest,3.8,2016-11-30
Greek Store,GKS,swe_percapr1,18,2016-11-30
Blue Canyon,BLC,swe_latest,2.1,2016-11-30
Blue Canyon,BLC,swe_percapr1,23,2016-11-30
Robbs Powerhouse,RBP,swe_latest,2.5,2016-11-30
Robbs Powerhouse,RBP,swe_percapr1,48,2016-11-30
Deadman Creek,DDM,swe_latest,1.4,2016-11-30
Deadman Creek,DDM,swe_percapr1,3,2016-11-30
Highland Meadow,HHM,swe_latest,2,2016-11-30
Highland Meadow,HHM,swe_percapr1,4,2016-11-30
Gianelli Meadow,GNL,swe_latest,2.4,2016-11-30
Gianelli Meadow,GNL,swe_percapr1,4,2016-11-30
Lower Relief Valley,REL,swe_latest,1.9,2016-11-30
Lower Relief Valley,REL,swe_percapr1,4,2016-11-30
Blue Lakes,BLK,swe_latest,1.8,2016-11-30
Blue Lakes,BLK,swe_percapr1,5,2016-11-30
Stanislaus Meadow,SLM,swe_latest,2.9,2016-11-30
Stanislaus Meadow,SLM,swe_percapr1,6,2016-11-30
Bloods Creek,BLD,swe_latest,2.3,2016-11-30
Bloods Creek,BLD,swe_percapr1,6,2016-11-30
Black Springs,BLS,swe_latest,1.2,2016-11-30
Black Springs,BLS,swe_percapr1,3,2016-11-30
Dana Meadows,DAN,swe_latest,3.4,2016-11-30
Dana Meadows,DAN,swe_percapr1,12,2016-11-30
Slide Canyon,SLI,swe_latest,3.2,2016-11-30
Slide Canyon,SLI,swe_percapr1,7,2016-11-30
Tuolumne Meadows,TUM,swe_latest,2,2016-11-30
Tuolumne Meadows,TUM,swe_percapr1,8,2016-11-30
Horse Meadow,HRS,swe_latest,3.9,2016-11-30
Horse Meadow,HRS,swe_percapr1,8,2016-11-30
Ostrander Lake,STR,swe_latest,2.6,2016-11-30
Ostrander Lake,STR,swe_percapr1,7,2016-11-30
Lake Tenaya,TNY,swe_latest,2.5,2016-11-30
Lake Tenaya,TNY,swe_percapr1,7,2016-11-30
White Wolf,WHW,swe_latest,2.5,2016-11-30
Paradise Meadow,PDS,swe_latest,3.5,2016-11-30
Paradise Meadow,PDS,swe_percapr1,8,2016-11-30
Lower Kibbie Ridge,KIB,swe_latest,2.2,2016-11-30
Lower Kibbie Ridge,KIB,swe_percapr1,8,2016-11-30
Volcanic Knob,VLC,swe_latest,3.5,2016-11-30
Volcanic Knob,VLC,swe_percapr1,11,2016-11-30
Agnew Pass,AGP,swe_latest,4,2016-11-30
Agnew Pass,AGP,swe_percapr1,12,2016-11-30
Kaiser Point,KSP,swe_latest,1.4,2016-11-30
Kaiser Point,KSP,swe_percapr1,3,2016-11-30
Green Mountain,GRM,swe_latest,2.5,2016-11-30
Green Mountain,GRM,swe_percapr1,8,2016-11-30
Devil's Postpile,DPO,swe_latest,1.8,2016-11-30
Tamarack Summit,TMR,swe_latest,1.9,2016-11-30
Tamarack Summit,TMR,swe_percapr1,6,2016-11-30
Chilkoot Meadow,CHM,swe_latest,1.8,2016-11-30
Chilkoot Meadow,CHM,swe_percapr1,4,2016-11-30
Huntington Lake,HNT,swe_latest,2,2016-11-30
Huntington Lake,HNT,swe_percapr1,9,2016-11-30
Poison Ridge,PSR,swe_latest,3,2016-11-30
Poison Ridge,PSR,swe_percapr1,10,2016-11-30
Bishop Pass,BSH,swe_latest,3.5,2016-11-30
Bishop Pass,BSH,swe_percapr1,10,2016-11-30
State Lakes,STL,swe_latest,0.6,2016-11-30
State Lakes,STL,swe_percapr1,2,2016-11-30
Blackcap Basin,BCB,swe_latest,8.5,2016-11-30
Blackcap Basin,BCB,swe_percapr1,24,2016-11-30
Mitchell Meadow,MTM,swe_latest,3.1,2016-11-30
Mitchell Meadow,MTM,swe_percapr1,9,2016-11-30
Upper Burnt Corral,UBC,swe_latest,3.6,2016-11-30
Upper Burnt Corral,UBC,swe_percapr1,10,2016-11-30
West Woodchuck Meadow,WWC,swe_latest,1.1,2016-11-30
West Woodchuck Meadow,WWC,swe_percapr1,3,2016-11-30
Big Meadows,BIM,swe_latest,4.2,2016-11-30
Big Meadows,BIM,swe_percapr1,16,2016-11-30
Farewell Gap,FRW,swe_latest,2.3,2016-11-30
Farewell Gap,FRW,swe_percapr1,6,2016-11-30
Quaking Aspen,QUA,swe_latest,2.6,2016-11-30
Quaking Aspen,QUA,swe_percapr1,12,2016-11-30
Giant Forest,GNF,swe_latest,0.2,2016-11-30
Giant Forest,GNF,swe_percapr1,2,2016-11-30
Upper Tyndall Creek,UTY,swe_latest,0.3,2016-11-30
Upper Tyndall Creek,UTY,swe_percapr1,1,2016-11-30
Chagoopa Plateau,CHP,swe_latest,1.7,2016-11-30
Chagoopa Plateau,CHP,swe_percapr1,7,2016-11-30
Pascoes,PSC,swe_latest,3.4,2016-11-30
Pascoes,PSC,swe_percapr1,13,2016-11-30
Wet Meadows,WTM,swe_latest,3.3,2016-11-30
Wet Meadows,WTM,swe_percapr1,10,2016-11-30
Tunnel Guard Station,TUN,swe_latest,1.1,2016-11-30
Tunnel Guard Station,TUN,swe_percapr1,7,2016-11-30
Casa Vieja Meadows,CSV,swe_latest,1.6,2016-11-30
Casa Vieja Meadows,CSV,swe_percapr1,7,2016-11-30
Beach Meadows,BCH,swe_latest,1.1,2016-11-30
Beach Meadows,BCH,swe_percapr1,10,2016-11-30
Dismal Swamp,DSS,swe_latest,3.6,2016-11-30
Dismal Swamp,DSS,swe_percapr1,12,2016-11-30
Big Meadows,BMW,swe_latest,2.1,2016-11-30
Big Meadows,BMW,swe_percapr1,8,2016-11-30
Squaw Valley,SQV,swe_latest,4.4,2016-11-30
Squaw Valley,SQV,swe_percapr1,9,2016-11-30
Independence Creek,INN,swe_latest,0.9,2016-11-30
Independence Creek,INN,swe_percapr1,7,2016-11-30
Truckee 2,TK2,swe_latest,1.9,2016-11-30
Truckee 2,TK2,swe_percapr1,13,2016-11-30
Mount Rose Ski Area,MSK,swe_latest,4,2016-11-30
Mount Rose Ski Area,MSK,swe_percapr1,10,2016-11-30
Heavenly Valley,HVN,swe_latest,2,2016-11-30
Heavenly Valley,HVN,swe_percapr1,7,2016-11-30
Hagans Meadow,HGM,swe_latest,1.9,2016-11-30
Hagans Meadow,HGM,swe_percapr1,11,2016-11-30
Marlette Lake,MRL,swe_latest,2.4,2016-11-30
Marlette Lake,MRL,swe_percapr1,11,2016-11-30
Echo Peak 5,EP5,swe_latest,4.3,2016-11-30
Echo Peak 5,EP5,swe_percapr1,10,2016-11-30
Rubicon Peak 2,RP2,swe_latest,2.2,2016-11-30
Rubicon Peak 2,RP2,swe_percapr1,7,2016-11-30
Tahoe City Cross,TCC,swe_latest,1.8,2016-11-30
Tahoe City Cross,TCC,swe_percapr1,11,2016-11-30
Ward Creek 3,WC3,swe_latest,4.6,2016-11-30
Ward Creek 3,WC3,swe_percapr1,11,2016-11-30
Fallen Leaf Lake,FLL,swe_latest,1.7,2016-11-30
Fallen Leaf Lake,FLL,swe_percapr1,24,2016-11-30
Ebbetts Pass,EBB,swe_latest,1.8,2016-11-30
Ebbetts Pass,EBB,swe_percapr1,4,2016-11-30
Horse Meadow,HOR,swe_latest,2,2016-11-30
Monitor Pass,MNT,swe_latest,0.5,2016-11-30
Burnside Lake,BSK,swe_latest,1.6,2016-11-30
Forestdale Creek,FDC,swe_latest,2.9,2016-11-30
Poison Flat,PSN,swe_latest,0.6,2016-11-30
Poison Flat,PSN,swe_percapr1,3,2016-11-30
Spratt Creek,SPT,swe_latest,0.8,2016-11-30
Spratt Creek,SPT,swe_percapr1,17,2016-11-30
Leavitt Lake,LVT,swe_latest,7.3,2016-11-30
Summit Meadow,SDW,swe_latest,0.8,2016-11-30
Virginia Lakes,VRG,swe_latest,0.7,2016-11-30
Virginia Lakes,VRG,swe_percapr1,3,2016-11-30
Lobdell Lake,LBD,swe_latest,0.7,2016-11-30
Lobdell Lake,LBD,swe_percapr1,4,2016-11-30
Sonora Pass Bridge,SPS,swe_latest,1.7,2016-11-30
Sonora Pass Bridge,SPS,swe_percapr1,6,2016-11-30
Leavitt Meadows,LVM,swe_latest,0.7,2016-11-30
Leavitt Meadows,LVM,swe_percapr1,8,2016-11-30
Gem Pass,GEM,swe_latest,5.3,2016-11-30
Gem Pass,GEM,swe_percapr1,16,2016-11-30
Sawmill,SWM,swe_latest,1.4,2016-11-30
Sawmill,SWM,swe_percapr1,7,2016-11-30
Cottonwood Lakes,CWD,swe_latest,2.2,2016-11-30
Cottonwood Lakes,CWD,swe_percapr1,18,2016-11-30
Big Pine Creek,BGP,swe_latest,0.7,2016-11-30
Big Pine Creek,BGP,swe_percapr1,3,2016-11-30
Rock Creek Lakes,RCK,swe_latest,1.4,2016-11-30
Rock Creek Lakes,RCK,swe_percapr1,10,2016-11-30
South Lake,SLK,swe_latest,0.6,2016-11-30
South Lake,SLK,swe_percapr1,3,2016-11-30
Mammoth Pass,MHP,swe_latest,2.2,2016-11-30
Mammoth Pass,MHP,swe_percapr1,5,2016-11-30
Peterson Flat,PET,swe_latest,3,2016-12-01
Peterson Flat,PET,swe_percapr1,10,2016-12-01
Red Rock Mountain,RRM,swe_latest,10.2,2016-12-01
Red Rock Mountain,RRM,swe_percapr1,25,2016-12-01
Shimmy Lake,SHM,swe_latest,7.4,2016-12-01
Shimmy Lake,SHM,swe_percapr1,18,2016-12-01
Middle Boulder 3,MB3,swe_latest,4.9,2016-12-01
Middle Boulder 3,MB3,swe_percapr1,17,2016-12-01
Highland Lakes,HIG,swe_latest,5.1,2016-12-01
Highland Lakes,HIG,swe_percapr1,17,2016-12-01
Scott Mountain,SCT,swe_latest,1.7,2016-12-01
Scott Mountain,SCT,swe_percapr1,10,2016-12-01
Mumbo Basin,MUM,swe_latest,3,2016-12-01
Mumbo Basin,MUM,swe_percapr1,13,2016-12-01
Big Flat,BFL,swe_latest,4,2016-12-01
Big Flat,BFL,swe_percapr1,25,2016-12-01
Crowder Flat,CWF,swe_latest,0.4,2016-12-01
Cedar Pass,CDP,swe_latest,3.1,2016-12-01
Cedar Pass,CDP,swe_percapr1,17,2016-12-01
Blacks Mountain,BLA,swe_latest,0.8,2016-12-01
Blacks Mountain,BLA,swe_percapr1,6,2016-12-01
Sand Flat,SDF,swe_latest,3.8,2016-12-01
Sand Flat,SDF,swe_percapr1,8,2016-12-01
Medicine Lake,MED,swe_latest,3.1,2016-12-01
Medicine Lake,MED,swe_percapr1,9,2016-12-01
Adin Mountain,ADM,swe_latest,2.2,2016-12-01
Adin Mountain,ADM,swe_percapr1,16,2016-12-01
Snow Mountain,SNM,swe_latest,4.4,2016-12-01
Snow Mountain,SNM,swe_percapr1,16,2016-12-01
Slate Creek,SLT,swe_latest,4.4,2016-12-01
Slate Creek,SLT,swe_percapr1,15,2016-12-01
Stouts Meadow,STM,swe_latest,3.6,2016-12-01
Stouts Meadow,STM,swe_percapr1,10,2016-12-01
Kettle Rock,KTL,swe_latest,3.4,2016-12-01
Kettle Rock,KTL,swe_percapr1,13,2016-12-01
Grizzly Ridge,GRZ,swe_latest,3.4,2016-12-01
Grizzly Ridge,GRZ,swe_percapr1,11,2016-12-01
Pilot Peak,PLP,swe_latest,5.1,2016-12-01
Pilot Peak,PLP,swe_percapr1,9,2016-12-01
Gold Lake,GOL,swe_latest,6.4,2016-12-01
Gold Lake,GOL,swe_percapr1,17,2016-12-01
Humbug,HMB,swe_latest,4.4,2016-12-01
Humbug,HMB,swe_percapr1,15,2016-12-01
Harkness Flat,HRK,swe_latest,4.3,2016-12-01
Harkness Flat,HRK,swe_percapr1,15,2016-12-01
Rattlesnake,RTL,swe_latest,3.2,2016-12-01
Rattlesnake,RTL,swe_percapr1,22,2016-12-01
Bucks Lake,BKL,swe_latest,5.5,2016-12-01
Bucks Lake,BKL,swe_percapr1,12,2016-12-01
Four Trees,FOR,swe_latest,4.6,2016-12-01
Four Trees,FOR,swe_percapr1,23,2016-12-01
Noel Spring,NLS,swe_latest,0.2,2016-12-01
Schneiders,SCN,swe_latest,4.1,2016-12-01
Schneiders,SCN,swe_percapr1,11,2016-12-01
Carson Pass,CXS,swe_latest,2.6,2016-12-01
Caples Lake,CAP,swe_latest,2.5,2016-12-01
Caples Lake,CAP,swe_percapr1,8,2016-12-01
Alpha,ALP,swe_latest,4.3,2016-12-01
Alpha,ALP,swe_percapr1,11,2016-12-01
Forni Ridge,FRN,swe_latest,4.5,2016-12-01
Forni Ridge,FRN,swe_percapr1,12,2016-12-01
Silver Lake,SIL,swe_latest,2.9,2016-12-01
Silver Lake,SIL,swe_percapr1,12,2016-12-01
Central Sierra Snow Lab,CSL,swe_latest,5.4,2016-12-01
Central Sierra Snow Lab,CSL,swe_percapr1,16,2016-12-01
Van Vleck,VVL,swe_latest,5.5,2016-12-01
Van Vleck,VVL,swe_percapr1,15,2016-12-01
Huysink,HYS,swe_latest,4.9,2016-12-01
Huysink,HYS,swe_percapr1,11,2016-12-01
Robinson Cow Camp,RCC,swe_latest,6.1,2016-12-01
Robbs Saddle,RBB,swe_latest,3.9,2016-12-01
Robbs Saddle,RBB,swe_percapr1,18,2016-12-01
Greek Store,GKS,swe_latest,3.8,2016-12-01
Greek Store,GKS,swe_percapr1,18,2016-12-01
Blue Canyon,BLC,swe_latest,2.2,2016-12-01
Blue Canyon,BLC,swe_percapr1,24,2016-12-01
Robbs Powerhouse,RBP,swe_latest,2.5,2016-12-01
Robbs Powerhouse,RBP,swe_percapr1,48,2016-12-01
Deadman Creek,DDM,swe_latest,1.4,2016-12-01
Deadman Creek,DDM,swe_percapr1,3,2016-12-01
Highland Meadow,HHM,swe_latest,2.4,2016-12-01
Highland Meadow,HHM,swe_percapr1,5,2016-12-01
Gianelli Meadow,GNL,swe_latest,2.5,2016-12-01
Gianelli Meadow,GNL,swe_percapr1,4,2016-12-01
Lower Relief Valley,REL,swe_latest,2.1,2016-12-01
Lower Relief Valley,REL,swe_percapr1,5,2016-12-01
Blue Lakes,BLK,swe_latest,1.9,2016-12-01
Blue Lakes,BLK,swe_percapr1,5,2016-12-01
Stanislaus Meadow,SLM,swe_latest,3,2016-12-01
Stanislaus Meadow,SLM,swe_percapr1,6,2016-12-01
Bloods Creek,BLD,swe_latest,2.3,2016-12-01
Bloods Creek,BLD,swe_percapr1,6,2016-12-01
Black Springs,BLS,swe_latest,1.2,2016-12-01
Black Springs,BLS,swe_percapr1,3,2016-12-01
Dana Meadows,DAN,swe_latest,3.3,2016-12-01
Dana Meadows,DAN,swe_percapr1,11,2016-12-01
Slide Canyon,SLI,swe_latest,3.2,2016-12-01
Slide Canyon,SLI,swe_percapr1,7,2016-12-01
Tuolumne Meadows,TUM,swe_latest,2,2016-12-01
Tuolumne Meadows,TUM,swe_percapr1,8,2016-12-01
Horse Meadow,HRS,swe_latest,3.9,2016-12-01
Horse Meadow,HRS,swe_percapr1,8,2016-12-01
Ostrander Lake,STR,swe_latest,2.5,2016-12-01
Ostrander Lake,STR,swe_percapr1,7,2016-12-01
Lake Tenaya,TNY,swe_latest,2.5,2016-12-01
Lake Tenaya,TNY,swe_percapr1,7,2016-12-01
White Wolf,WHW,swe_latest,2.4,2016-12-01
Paradise Meadow,PDS,swe_latest,3.4,2016-12-01
Paradise Meadow,PDS,swe_percapr1,8,2016-12-01
Lower Kibbie Ridge,KIB,swe_latest,2.2,2016-12-01
Lower Kibbie Ridge,KIB,swe_percapr1,8,2016-12-01
Volcanic Knob,VLC,swe_latest,3.5,2016-12-01
Volcanic Knob,VLC,swe_percapr1,11,2016-12-01
Agnew Pass,AGP,swe_latest,3.7,2016-12-01
Agnew Pass,AGP,swe_percapr1,11,2016-12-01
Kaiser Point,KSP,swe_latest,1.4,2016-12-01
Kaiser Point,KSP,swe_percapr1,3,2016-12-01
Green Mountain,GRM,swe_latest,2.2,2016-12-01
Green Mountain,GRM,swe_percapr1,7,2016-12-01
Devils Postpile,DPO,swe_latest,1.8,2016-12-01
Tamarack Summit,TMR,swe_latest,2,2016-12-01
Tamarack Summit,TMR,swe_percapr1,6,2016-12-01
Chilkoot Meadow,CHM,swe_latest,1.9,2016-12-01
Chilkoot Meadow,CHM,swe_percapr1,5,2016-12-01
Huntington Lake,HNT,swe_latest,2,2016-12-01
Huntington Lake,HNT,swe_percapr1,9,2016-12-01
Poison Ridge,PSR,swe_latest,3,2016-12-01
Poison Ridge,PSR,swe_percapr1,10,2016-12-01
Bishop Pass,BSH,swe_latest,3.7,2016-12-01
Bishop Pass,BSH,swe_percapr1,10,2016-12-01
State Lakes,STL,swe_latest,0.7,2016-12-01
State Lakes,STL,swe_percapr1,2,2016-12-01
Blackcap Basin,BCB,swe_latest,8.5,2016-12-01
Blackcap Basin,BCB,swe_percapr1,24,2016-12-01
Mitchell Meadow,MTM,swe_latest,3.1,2016-12-01
Mitchell Meadow,MTM,swe_percapr1,9,2016-12-01
Upper Burnt Corral,UBC,swe_latest,3.7,2016-12-01
Upper Burnt Corral,UBC,swe_percapr1,10,2016-12-01
West Woodchuck Meadow,WWC,swe_latest,1.1,2016-12-01
West Woodchuck Meadow,WWC,swe_percapr1,3,2016-12-01
Big Meadows,BIM,swe_latest,3.8,2016-12-01
Big Meadows,BIM,swe_percapr1,14,2016-12-01
Farewell Gap,FRW,swe_latest,2.3,2016-12-01
Farewell Gap,FRW,swe_percapr1,6,2016-12-01
Quaking Aspen,QUA,swe_latest,2.6,2016-12-01
Quaking Aspen,QUA,swe_percapr1,12,2016-12-01
Giant Forest,GNF,swe_latest,0.2,2016-12-01
Giant Forest,GNF,swe_percapr1,2,2016-12-01
Upper Tyndall Creek,UTY,swe_latest,0.3,2016-12-01
Upper Tyndall Creek,UTY,swe_percapr1,1,2016-12-01
Chagoopa Plateau,CHP,swe_latest,1.7,2016-12-01
Chagoopa Plateau,CHP,swe_percapr1,7,2016-12-01
Pascoes,PSC,swe_latest,3.4,2016-12-01
Pascoes,PSC,swe_percapr1,13,2016-12-01
Wet Meadows,WTM,swe_latest,3.2,2016-12-01
Wet Meadows,WTM,swe_percapr1,10,2016-12-01
Tunnel Guard Station,TUN,swe_latest,1.1,2016-12-01
Tunnel Guard Station,TUN,swe_percapr1,7,2016-12-01
Casa Vieja Meadows,CSV,swe_latest,1.6,2016-12-01
Casa Vieja Meadows,CSV,swe_percapr1,7,2016-12-01
Beach Meadows,BCH,swe_latest,1.1,2016-12-01
Beach Meadows,BCH,swe_percapr1,10,2016-12-01
Dismal Swamp,DSS,swe_latest,3.7,2016-12-01
Dismal Swamp,DSS,swe_percapr1,12,2016-12-01
Big Meadows,BMW,swe_latest,2.1,2016-12-01
Big Meadows,BMW,swe_percapr1,8,2016-12-01
Squaw Valley,SQV,swe_latest,4.4,2016-12-01
Squaw Valley,SQV,swe_percapr1,9,2016-12-01
Independence Creek,INN,swe_latest,1,2016-12-01
Independence Creek,INN,swe_percapr1,7,2016-12-01
Truckee 2,TK2,swe_latest,2,2016-12-01
Truckee 2,TK2,swe_percapr1,13,2016-12-01
Mount Rose Ski Area,MSK,swe_latest,4,2016-12-01
Mount Rose Ski Area,MSK,swe_percapr1,10,2016-12-01
Heavenly Valley,HVN,swe_latest,2.1,2016-12-01
Heavenly Valley,HVN,swe_percapr1,7,2016-12-01
Hagans Meadow,HGM,swe_latest,1.9,2016-12-01
Hagans Meadow,HGM,swe_percapr1,11,2016-12-01
Marlette Lake,MRL,swe_latest,2.5,2016-12-01
Marlette Lake,MRL,swe_percapr1,11,2016-12-01
Echo Peak 5,EP5,swe_latest,4.3,2016-12-01
Echo Peak 5,EP5,swe_percapr1,10,2016-12-01
Rubicon Peak 2,RP2,swe_latest,2.1,2016-12-01
Rubicon Peak 2,RP2,swe_percapr1,7,2016-12-01
Tahoe City Cross,TCC,swe_latest,1.9,2016-12-01
Tahoe City Cross,TCC,swe_percapr1,11,2016-12-01
Ward Creek 3,WC3,swe_latest,4.7,2016-12-01
Ward Creek 3,WC3,swe_percapr1,11,2016-12-01
Fallen Leaf Lake,FLL,swe_latest,1.7,2016-12-01
Fallen Leaf Lake,FLL,swe_percapr1,24,2016-12-01
Ebbetts Pass,EBB,swe_latest,1.8,2016-12-01
Ebbetts Pass,EBB,swe_percapr1,4,2016-12-01
Horse Meadow,HOR,swe_latest,2,2016-12-01
Monitor Pass,MNT,swe_latest,0.6,2016-12-01
Burnside Lake,BSK,swe_latest,1.8,2016-12-01
Forestdale Creek,FDC,swe_latest,2.9,2016-12-01
Poison Flat,PSN,swe_latest,0.8,2016-12-01
Poison Flat,PSN,swe_percapr1,4,2016-12-01
Spratt Creek,SPT,swe_latest,0.9,2016-12-01
Spratt Creek,SPT,swe_percapr1,20,2016-12-01
Leavitt Lake,LVT,swe_latest,7.2,2016-12-01
Summit Meadow,SDW,swe_latest,0.8,2016-12-01
Virginia Lakes,VRG,swe_latest,0.5,2016-12-01
Virginia Lakes,VRG,swe_percapr1,2,2016-12-01
Lobdell Lake,LBD,swe_latest,0.6,2016-12-01
Lobdell Lake,LBD,swe_percapr1,3,2016-12-01
Sonora Pass Bridge,SPS,swe_latest,1.6,2016-12-01
Sonora Pass Bridge,SPS,swe_percapr1,6,2016-12-01
Leavitt Meadows,LVM,swe_latest,0.7,2016-12-01
Leavitt Meadows,LVM,swe_percapr1,8,2016-12-01
Gem Pass,GEM,swe_latest,5.2,2016-12-01
Gem Pass,GEM,swe_percapr1,16,2016-12-01
Sawmill,SWM,swe_latest,0.7,2016-12-01
Sawmill,SWM,swe_percapr1,3,2016-12-01
Cottonwood Lakes,CWD,swe_latest,0.9,2016-12-01
Cottonwood Lakes,CWD,swe_percapr1,7,2016-12-01
Big Pine Creek,BGP,swe_latest,0.7,2016-12-01
Big Pine Creek,BGP,swe_percapr1,3,2016-12-01
Rock Creek Lakes,RCK,swe_latest,1.6,2016-12-01
Rock Creek Lakes,RCK,swe_percapr1,11,2016-12-01
South Lake,SLK,swe_latest,0.7,2016-12-01
South Lake,SLK,swe_percapr1,4,2016-12-01
Mammoth Pass,MHP,swe_latest,2.2,2016-12-01
Mammoth Pass,MHP,swe_percapr1,5,2016-12-01
Peterson Flat,PET,swe_latest,3,2016-12-02
Peterson Flat,PET,swe_percapr1,10,2016-12-02
Red Rock Mountain,RRM,swe_latest,10.1,2016-12-02
Red Rock Mountain,RRM,swe_percapr1,25,2016-12-02
Shimmy Lake,SHM,swe_latest,7.4,2016-12-02
Shimmy Lake,SHM,swe_percapr1,18,2016-12-02
Middle Boulder 3,MB3,swe_latest,4.8,2016-12-02
Middle Boulder 3,MB3,swe_percapr1,16,2016-12-02
Highland Lakes,HIG,swe_latest,5.1,2016-12-02
Highland Lakes,HIG,swe_percapr1,17,2016-12-02
Scott Mountain,SCT,swe_latest,1.7,2016-12-02
Scott Mountain,SCT,swe_percapr1,10,2016-12-02
Mumbo Basin,MUM,swe_latest,3,2016-12-02
Mumbo Basin,MUM,swe_percapr1,13,2016-12-02
Big Flat,BFL,swe_latest,4,2016-12-02
Big Flat,BFL,swe_percapr1,25,2016-12-02
Crowder Flat,CWF,swe_latest,0.4,2016-12-02
Cedar Pass,CDP,swe_latest,3.1,2016-12-02
Cedar Pass,CDP,swe_percapr1,17,2016-12-02
Blacks Mountain,BLA,swe_latest,0.8,2016-12-02
Blacks Mountain,BLA,swe_percapr1,6,2016-12-02
Sand Flat,SDF,swe_latest,3.8,2016-12-02
Sand Flat,SDF,swe_percapr1,8,2016-12-02
Medicine Lake,MED,swe_latest,3.1,2016-12-02
Medicine Lake,MED,swe_percapr1,9,2016-12-02
Adin Mountain,ADM,swe_latest,2.2,2016-12-02
Adin Mountain,ADM,swe_percapr1,16,2016-12-02
Snow Mountain,SNM,swe_latest,4.4,2016-12-02
