url,daywithdata
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170222,2/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170223,2/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170224,2/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170225,2/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170226,2/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170227,2/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170228,2/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170301,3/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170302,3/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170303,3/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170304,3/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170305,3/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170306,3/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170307,3/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170308,3/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170309,3/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170310,3/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170311,3/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170312,3/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170313,3/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170314,3/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170315,3/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170316,3/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170317,3/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170318,3/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170319,3/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170320,3/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170321,3/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170322,3/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170323,3/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170324,3/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170325,3/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170326,3/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170327,3/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170328,3/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170329,3/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170330,3/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170331,3/31/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170401,4/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170402,4/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170403,4/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170404,4/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170405,4/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170406,4/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170407,4/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170408,4/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170409,4/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170410,4/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170411,4/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170412,4/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170413,4/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170414,4/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170415,4/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170416,4/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170417,4/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170418,4/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170419,4/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170420,4/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170421,4/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170422,4/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170423,4/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170424,4/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170425,4/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170426,4/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170427,4/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170428,4/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170429,4/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170430,4/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170501,5/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170502,5/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170503,5/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170504,5/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170505,5/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170506,5/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170507,5/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170508,5/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170509,5/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170510,5/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170511,5/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170512,5/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170513,5/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170514,5/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170515,5/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170516,5/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170517,5/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170518,5/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170519,5/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170520,5/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170521,5/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170522,5/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170523,5/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170524,5/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170525,5/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170526,5/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170527,5/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170528,5/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170529,5/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170530,5/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170531,5/31/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170601,6/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170602,6/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170603,6/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170604,6/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170605,6/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170606,6/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170607,6/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170608,6/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170609,6/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170610,6/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170611,6/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170612,6/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170613,6/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170614,6/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170615,6/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170616,6/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170617,6/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170618,6/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170619,6/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170620,6/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170621,6/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170622,6/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170623,6/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170624,6/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170625,6/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170626,6/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170627,6/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170628,6/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170629,6/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170630,6/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170701,7/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170702,7/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170703,7/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170704,7/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170705,7/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170706,7/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170707,7/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170708,7/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170709,7/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170710,7/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170711,7/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170712,7/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170713,7/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170714,7/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170715,7/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170716,7/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170717,7/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170718,7/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170719,7/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20170720,7/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171001,10/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171002,10/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171003,10/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171004,10/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171005,10/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171006,10/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171007,10/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171008,10/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171009,10/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171010,10/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171011,10/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171012,10/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171013,10/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171014,10/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171015,10/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171016,10/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171017,10/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171018,10/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171019,10/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171020,10/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171021,10/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171022,10/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171023,10/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171024,10/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171025,10/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171026,10/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171027,10/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171028,10/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171029,10/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171030,10/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171031,10/31/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171101,11/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171102,11/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171103,11/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171104,11/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171105,11/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171106,11/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171107,11/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171108,11/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171109,11/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171110,11/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171111,11/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171112,11/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171113,11/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171114,11/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171115,11/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171116,11/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171117,11/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171118,11/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171119,11/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171120,11/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171121,11/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171122,11/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171123,11/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171124,11/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171125,11/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171126,11/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171127,11/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171128,11/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171129,11/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171130,11/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171201,12/1/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171202,12/2/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171203,12/3/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171204,12/4/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171205,12/5/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171206,12/6/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171207,12/7/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171208,12/8/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171209,12/9/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171210,12/10/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171211,12/11/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171212,12/12/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171213,12/13/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171214,12/14/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171215,12/15/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171216,12/16/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171217,12/17/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171218,12/18/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171219,12/19/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171220,12/20/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171221,12/21/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171222,12/22/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171223,12/23/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171224,12/24/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171225,12/25/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171226,12/26/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171227,12/27/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171228,12/28/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171229,12/29/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171230,12/30/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20171231,12/31/2017
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180101,1/1/2018
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180102,1/2/2018
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180103,1/3/2018
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180104,1/4/2018
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180105,1/5/2018
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180106,1/6/2018
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20180107,1/7/2018
