station,dwr3id,pname,value,cdecday
Quaking Aspen,QUA,swe_latest,9.3,2020-01-06
Quaking Aspen,QUA,swe_percapr1,44,2020-01-06
Giant Forest,GNF,swe_latest,4.7,2020-01-06
Giant Forest,GNF,swe_percapr1,47,2020-01-06
Upper Tyndall Creek,UTY,swe_latest,6.4,2020-01-06
Upper Tyndall Creek,UTY,swe_percapr1,23,2020-01-06
Crabtree Meadow,CBT,swe_latest,5.5,2020-01-06
Crabtree Meadow,CBT,swe_percapr1,28,2020-01-06
Chagoopa Plateau,CHP,swe_latest,7.5,2020-01-06
Chagoopa Plateau,CHP,swe_percapr1,34,2020-01-06
Pascoes,PSC,swe_latest,9.9,2020-01-06
Pascoes,PSC,swe_percapr1,40,2020-01-06
Wet Meadows,WTM,swe_latest,10.9,2020-01-06
Wet Meadows,WTM,swe_percapr1,36,2020-01-06
Casa Vieja Meadows,CSV,swe_latest,8.1,2020-01-06
Casa Vieja Meadows,CSV,swe_percapr1,39,2020-01-06
Beach Meadows,BCH,swe_latest,6.6,2020-01-06
Beach Meadows,BCH,swe_percapr1,60,2020-01-06
Dismal Swamp,DSS,swe_latest,11.5,2020-01-06
Dismal Swamp,DSS,swe_percapr1,39,2020-01-06
Big Meadows,BMW,swe_latest,9,2020-01-06
Big Meadows,BMW,swe_percapr1,35,2020-01-06
Squaw Valley,SQV,swe_latest,16.5,2020-01-06
Squaw Valley,SQV,swe_percapr1,35,2020-01-06
Independence Creek,INN,swe_latest,4.7,2020-01-06
Independence Creek,INN,swe_percapr1,37,2020-01-06
Truckee 2,TK2,swe_latest,6.7,2020-01-06
Truckee 2,TK2,swe_percapr1,47,2020-01-06
Mount Rose Ski Area,MSK,swe_latest,15.8,2020-01-06
Mount Rose Ski Area,MSK,swe_percapr1,41,2020-01-06
Heavenly Valley,HVN,swe_latest,7.3,2020-01-06
Heavenly Valley,HVN,swe_percapr1,26,2020-01-06
Hagans Meadow,HGM,swe_latest,7.8,2020-01-06
Hagans Meadow,HGM,swe_percapr1,47,2020-01-06
Marlette Lake,MRL,swe_latest,9.5,2020-01-06
Marlette Lake,MRL,swe_percapr1,45,2020-01-06
Echo Peak 5,EP5,swe_latest,15.3,2020-01-06
Echo Peak 5,EP5,swe_percapr1,39,2020-01-06
Rubicon Peak 2,RP2,swe_latest,9.5,2020-01-06
Rubicon Peak 2,RP2,swe_percapr1,33,2020-01-06
Tahoe City Cross,TCC,swe_latest,6.4,2020-01-06
Tahoe City Cross,TCC,swe_percapr1,40,2020-01-06
Ward Creek 3,WC3,swe_latest,11.9,2020-01-06
Ward Creek 3,WC3,swe_percapr1,30,2020-01-06
Fallen Leaf Lake,FLL,swe_latest,2,2020-01-06
Fallen Leaf Lake,FLL,swe_percapr1,29,2020-01-06
Ebbetts Pass,EBB,swe_latest,14.3,2020-01-06
Ebbetts Pass,EBB,swe_percapr1,37,2020-01-06
Horse Meadow,HOR,swe_latest,9.6,2020-01-06
Monitor Pass,MNT,swe_latest,5.7,2020-01-06
Burnside Lake,BSK,swe_latest,12.3,2020-01-06
Forestdale Creek,FDC,swe_latest,15.3,2020-01-06
Poison Flat,PSN,swe_latest,7,2020-01-06
Poison Flat,PSN,swe_percapr1,43,2020-01-06
Spratt Creek,SPT,swe_latest,3.2,2020-01-06
Spratt Creek,SPT,swe_percapr1,71,2020-01-06
Leavitt Lake,LVT,swe_latest,17.9,2020-01-06
Summit Meadow,SDW,swe_latest,6.4,2020-01-06
Virginia Lakes,VRG,swe_latest,4.3,2020-01-06
Virginia Lakes,VRG,swe_percapr1,21,2020-01-06
Lobdell Lake,LBD,swe_latest,3.1,2020-01-06
Lobdell Lake,LBD,swe_percapr1,18,2020-01-06
Sonora Pass Bridge,SPS,swe_latest,7,2020-01-06
Sonora Pass Bridge,SPS,swe_percapr1,27,2020-01-06
Leavitt Meadows,LVM,swe_latest,5.6,2020-01-06
Leavitt Meadows,LVM,swe_percapr1,70,2020-01-06
Gem Pass,GEM,swe_latest,6.9,2020-01-06
Gem Pass,GEM,swe_percapr1,22,2020-01-06
Sawmill,SWM,swe_latest,6.6,2020-01-06
Sawmill,SWM,swe_percapr1,34,2020-01-06
Cottonwood Lakes,CWD,swe_latest,7.5,2020-01-06
Cottonwood Lakes,CWD,swe_percapr1,65,2020-01-06
Rock Creek Lakes,RCK,swe_latest,4.7,2020-01-06
Rock Creek Lakes,RCK,swe_percapr1,34,2020-01-06
South Lake,SLK,swe_latest,4.8,2020-01-06
South Lake,SLK,swe_percapr1,30,2020-01-06
Mammoth Pass,MHP,swe_latest,10.9,2020-01-06
Mammoth Pass,MHP,swe_percapr1,26,2020-01-06
Peterson Flat,PET,swe_latest,6.1,2020-01-07
Peterson Flat,PET,swe_percapr1,21,2020-01-07
Red Rock Mountain,RRM,swe_latest,15.4,2020-01-07
Red Rock Mountain,RRM,swe_percapr1,39,2020-01-07
Bonanza King,BNK,swe_latest,9.4,2020-01-07
Bonanza King,BNK,swe_percapr1,23,2020-01-07
Shimmy Lake,SHM,swe_latest,8.6,2020-01-07
Shimmy Lake,SHM,swe_percapr1,21,2020-01-07
Middle Boulder 3,MB3,swe_latest,10.3,2020-01-07
Middle Boulder 3,MB3,swe_percapr1,36,2020-01-07
Scott Mountain,SCT,swe_latest,2.8,2020-01-07
Scott Mountain,SCT,swe_percapr1,17,2020-01-07
Mumbo Basin,MUM,swe_latest,6.5,2020-01-07
Mumbo Basin,MUM,swe_percapr1,29,2020-01-07
Big Flat,BFL,swe_latest,5.2,2020-01-07
Big Flat,BFL,swe_percapr1,33,2020-01-07
Crowder Flat,CWF,swe_latest,1.1,2020-01-07
Cedar Pass,CDP,swe_latest,6.1,2020-01-07
Cedar Pass,CDP,swe_percapr1,34,2020-01-07
Sand Flat,SDF,swe_latest,8.8,2020-01-07
Sand Flat,SDF,swe_percapr1,21,2020-01-07
Medicine Lake,MED,swe_latest,8.9,2020-01-07
Medicine Lake,MED,swe_percapr1,27,2020-01-07
Adin Mountain,ADM,swe_latest,4.5,2020-01-07
Adin Mountain,ADM,swe_percapr1,33,2020-01-07
Snow Mountain,SNM,swe_latest,5.8,2020-01-07
Snow Mountain,SNM,swe_percapr1,21,2020-01-07
Slate Creek,SLT,swe_latest,2,2020-01-07
Slate Creek,SLT,swe_percapr1,7,2020-01-07
Stouts Meadow,STM,swe_latest,7.7,2020-01-07
Stouts Meadow,STM,swe_percapr1,21,2020-01-07
Kettle Rock,KTL,swe_latest,9.1,2020-01-07
Kettle Rock,KTL,swe_percapr1,36,2020-01-07
Grizzly Ridge,GRZ,swe_latest,10,2020-01-07
Grizzly Ridge,GRZ,swe_percapr1,34,2020-01-07
Pilot Peak,PLP,swe_latest,13.7,2020-01-07
Pilot Peak,PLP,swe_percapr1,26,2020-01-07
Gold Lake,GOL,swe_latest,11.6,2020-01-07
Gold Lake,GOL,swe_percapr1,32,2020-01-07
Humbug,HMB,swe_latest,15.5,2020-01-07
Humbug,HMB,swe_percapr1,55,2020-01-07
Harkness Flat,HRK,swe_latest,7.7,2020-01-07
Harkness Flat,HRK,swe_percapr1,27,2020-01-07
Rattlesnake,RTL,swe_latest,8.2,2020-01-07
Rattlesnake,RTL,swe_percapr1,58,2020-01-07
Bucks Lake,BKL,swe_latest,12.4,2020-01-07
Bucks Lake,BKL,swe_percapr1,28,2020-01-07
Four Trees,FOR,swe_latest,5.4,2020-01-07
Four Trees,FOR,swe_percapr1,27,2020-01-07
Noel Spring,NLS,swe_latest,1.1,2020-01-07
Carson Pass,CXS,swe_latest,14.1,2020-01-07
Alpha,ALP,swe_latest,13.2,2020-01-07
Alpha,ALP,swe_percapr1,37,2020-01-07
Forni Ridge,FRN,swe_latest,13.6,2020-01-07
Forni Ridge,FRN,swe_percapr1,37,2020-01-07
Meadow Lake,MDW,swe_latest,16.5,2020-01-07
Meadow Lake,MDW,swe_percapr1,30,2020-01-07
Silver Lake,SIL,swe_latest,12.3,2020-01-07
Silver Lake,SIL,swe_percapr1,54,2020-01-07
Central Sierra Snow Lab,CSL,swe_latest,12,2020-01-07
Central Sierra Snow Lab,CSL,swe_percapr1,36,2020-01-07
Van Vleck,VVL,swe_latest,14.2,2020-01-07
Van Vleck,VVL,swe_percapr1,40,2020-01-07
Huysink,HYS,swe_latest,10.8,2020-01-07
Huysink,HYS,swe_percapr1,25,2020-01-07
Robbs Saddle,RBB,swe_latest,3.5,2020-01-07
Robbs Saddle,RBB,swe_percapr1,16,2020-01-07
Blue Canyon,BLC,swe_latest,2,2020-01-07
Blue Canyon,BLC,swe_percapr1,22,2020-01-07
Robbs Powerhouse,RBP,swe_latest,0.7,2020-01-07
Robbs Powerhouse,RBP,swe_percapr1,14,2020-01-07
Deadman Creek,DDM,swe_latest,6.1,2020-01-07
Deadman Creek,DDM,swe_percapr1,16,2020-01-07
Highland Meadow,HHM,swe_latest,16.2,2020-01-07
Highland Meadow,HHM,swe_percapr1,34,2020-01-07
Gianelli Meadow,GNL,swe_latest,15.6,2020-01-07
Gianelli Meadow,GNL,swe_percapr1,28,2020-01-07
Blue Lakes,BLK,swe_latest,12.3,2020-01-07
Blue Lakes,BLK,swe_percapr1,37,2020-01-07
Stanislaus Meadow,SLM,swe_latest,19.3,2020-01-07
Stanislaus Meadow,SLM,swe_percapr1,41,2020-01-07
Bloods Creek,BLD,swe_latest,17,2020-01-07
Bloods Creek,BLD,swe_percapr1,48,2020-01-07
Black Springs,BLS,swe_latest,12.7,2020-01-07
Black Springs,BLS,swe_percapr1,40,2020-01-07
Dana Meadows,DAN,swe_latest,8.5,2020-01-07
Dana Meadows,DAN,swe_percapr1,31,2020-01-07
Slide Canyon,SLI,swe_latest,10.8,2020-01-07
Slide Canyon,SLI,swe_percapr1,26,2020-01-07
Tuolumne Meadows,TUM,swe_latest,6.4,2020-01-07
Tuolumne Meadows,TUM,swe_percapr1,28,2020-01-07
Horse Meadow,HRS,swe_latest,17.2,2020-01-07
Horse Meadow,HRS,swe_percapr1,35,2020-01-07
Ostrander Lake,STR,swe_latest,12.4,2020-01-07
Ostrander Lake,STR,swe_percapr1,36,2020-01-07
Lake Tenaya,TNY,swe_latest,11.1,2020-01-07
Lake Tenaya,TNY,swe_percapr1,34,2020-01-07
Paradise Meadow,PDS,swe_latest,12.9,2020-01-07
Paradise Meadow,PDS,swe_percapr1,31,2020-01-07
Gin Flat,GIN,swe_latest,8.3,2020-01-07
Gin Flat,GIN,swe_percapr1,24,2020-01-07
Lower Kibbie Ridge,KIB,swe_latest,6.2,2020-01-07
Lower Kibbie Ridge,KIB,swe_percapr1,23,2020-01-07
Volcanic Knob,VLC,swe_latest,10.6,2020-01-07
Volcanic Knob,VLC,swe_percapr1,35,2020-01-07
Kaiser Point,KSP,swe_latest,9.6,2020-01-07
Kaiser Point,KSP,swe_percapr1,25,2020-01-07
Green Mountain,GRM,swe_latest,9.6,2020-01-07
Green Mountain,GRM,swe_percapr1,31,2020-01-07
Chilkoot Meadow,CHM,swe_latest,10.3,2020-01-07
Chilkoot Meadow,CHM,swe_percapr1,27,2020-01-07
Huntington Lake,HNT,swe_latest,7.8,2020-01-07
Huntington Lake,HNT,swe_percapr1,39,2020-01-07
Graveyard Meadow,GRV,swe_latest,7.7,2020-01-07
Graveyard Meadow,GRV,swe_percapr1,41,2020-01-07
Poison Ridge,PSR,swe_latest,12.3,2020-01-07
Poison Ridge,PSR,swe_percapr1,43,2020-01-07
Charlotte Lake,CRL,swe_latest,12.7,2020-01-07
Charlotte Lake,CRL,swe_percapr1,46,2020-01-07
State Lakes,STL,swe_latest,11.3,2020-01-07
State Lakes,STL,swe_percapr1,39,2020-01-07
Mitchell Meadow,MTM,swe_latest,12.9,2020-01-07
Mitchell Meadow,MTM,swe_percapr1,39,2020-01-07
Upper Burnt Corral,UBC,swe_latest,12.5,2020-01-07
Upper Burnt Corral,UBC,swe_percapr1,36,2020-01-07
West Woodchuck Meadow,WWC,swe_latest,14.1,2020-01-07
West Woodchuck Meadow,WWC,swe_percapr1,43,2020-01-07
Quaking Aspen,QUA,swe_latest,9.4,2020-01-07
Quaking Aspen,QUA,swe_percapr1,45,2020-01-07
Giant Forest,GNF,swe_latest,4.7,2020-01-07
Giant Forest,GNF,swe_percapr1,47,2020-01-07
Upper Tyndall Creek,UTY,swe_latest,6.4,2020-01-07
Upper Tyndall Creek,UTY,swe_percapr1,23,2020-01-07
Crabtree Meadow,CBT,swe_latest,5.6,2020-01-07
Crabtree Meadow,CBT,swe_percapr1,28,2020-01-07
Chagoopa Plateau,CHP,swe_latest,7.5,2020-01-07
Chagoopa Plateau,CHP,swe_percapr1,34,2020-01-07
Pascoes,PSC,swe_latest,9.9,2020-01-07
Pascoes,PSC,swe_percapr1,40,2020-01-07
Wet Meadows,WTM,swe_latest,10.9,2020-01-07
Wet Meadows,WTM,swe_percapr1,36,2020-01-07
Casa Vieja Meadows,CSV,swe_latest,8.1,2020-01-07
Casa Vieja Meadows,CSV,swe_percapr1,39,2020-01-07
Beach Meadows,BCH,swe_latest,6.5,2020-01-07
Beach Meadows,BCH,swe_percapr1,59,2020-01-07
Dismal Swamp,DSS,swe_latest,11.6,2020-01-07
Dismal Swamp,DSS,swe_percapr1,40,2020-01-07
Big Meadows,BMW,swe_latest,8.9,2020-01-07
Big Meadows,BMW,swe_percapr1,35,2020-01-07
Squaw Valley,SQV,swe_latest,16.6,2020-01-07
Squaw Valley,SQV,swe_percapr1,36,2020-01-07
Independence Creek,INN,swe_latest,4.9,2020-01-07
Independence Creek,INN,swe_percapr1,39,2020-01-07
Truckee 2,TK2,swe_latest,6.8,2020-01-07
Truckee 2,TK2,swe_percapr1,48,2020-01-07
Mount Rose Ski Area,MSK,swe_latest,15.8,2020-01-07
Mount Rose Ski Area,MSK,swe_percapr1,41,2020-01-07
Heavenly Valley,HVN,swe_latest,7.3,2020-01-07
Heavenly Valley,HVN,swe_percapr1,26,2020-01-07
Hagans Meadow,HGM,swe_latest,7.8,2020-01-07
Hagans Meadow,HGM,swe_percapr1,47,2020-01-07
Marlette Lake,MRL,swe_latest,9.5,2020-01-07
Marlette Lake,MRL,swe_percapr1,45,2020-01-07
Echo Peak 5,EP5,swe_latest,15.6,2020-01-07
Echo Peak 5,EP5,swe_percapr1,39,2020-01-07
Rubicon Peak 2,RP2,swe_latest,9.4,2020-01-07
Rubicon Peak 2,RP2,swe_percapr1,32,2020-01-07
Tahoe City Cross,TCC,swe_latest,6.7,2020-01-07
Tahoe City Cross,TCC,swe_percapr1,42,2020-01-07
Ward Creek 3,WC3,swe_latest,11.8,2020-01-07
Ward Creek 3,WC3,swe_percapr1,30,2020-01-07
Fallen Leaf Lake,FLL,swe_latest,2,2020-01-07
Fallen Leaf Lake,FLL,swe_percapr1,29,2020-01-07
Ebbetts Pass,EBB,swe_latest,14.4,2020-01-07
Ebbetts Pass,EBB,swe_percapr1,37,2020-01-07
Horse Meadow,HOR,swe_latest,9.6,2020-01-07
Monitor Pass,MNT,swe_latest,5.8,2020-01-07
Burnside Lake,BSK,swe_latest,12.3,2020-01-07
Forestdale Creek,FDC,swe_latest,15.5,2020-01-07
Poison Flat,PSN,swe_latest,7.2,2020-01-07
Poison Flat,PSN,swe_percapr1,44,2020-01-07
Spratt Creek,SPT,swe_latest,3.4,2020-01-07
Spratt Creek,SPT,swe_percapr1,76,2020-01-07
Leavitt Lake,LVT,swe_latest,18.1,2020-01-07
Summit Meadow,SDW,swe_latest,6.6,2020-01-07
Virginia Lakes,VRG,swe_latest,4.3,2020-01-07
Virginia Lakes,VRG,swe_percapr1,21,2020-01-07
Lobdell Lake,LBD,swe_latest,3.3,2020-01-07
Lobdell Lake,LBD,swe_percapr1,19,2020-01-07
Sonora Pass Bridge,SPS,swe_latest,7.1,2020-01-07
Sonora Pass Bridge,SPS,swe_percapr1,27,2020-01-07
Leavitt Meadows,LVM,swe_latest,5.1,2020-01-07
Leavitt Meadows,LVM,swe_percapr1,64,2020-01-07
Gem Pass,GEM,swe_latest,6.9,2020-01-07
Gem Pass,GEM,swe_percapr1,22,2020-01-07
Sawmill,SWM,swe_latest,6.6,2020-01-07
Sawmill,SWM,swe_percapr1,34,2020-01-07
Cottonwood Lakes,CWD,swe_latest,7.5,2020-01-07
Cottonwood Lakes,CWD,swe_percapr1,65,2020-01-07
Rock Creek Lakes,RCK,swe_latest,4.9,2020-01-07
Rock Creek Lakes,RCK,swe_percapr1,35,2020-01-07
South Lake,SLK,swe_latest,4.8,2020-01-07
South Lake,SLK,swe_percapr1,30,2020-01-07
Mammoth Pass,MHP,swe_latest,10.9,2020-01-07
Mammoth Pass,MHP,swe_percapr1,26,2020-01-07
Peterson Flat,PET,swe_latest,6,2020-01-08
Peterson Flat,PET,swe_percapr1,21,2020-01-08
Red Rock Mountain,RRM,swe_latest,15.8,2020-01-08
Red Rock Mountain,RRM,swe_percapr1,40,2020-01-08
Bonanza King,BNK,swe_latest,9.5,2020-01-08
Bonanza King,BNK,swe_percapr1,23,2020-01-08
Shimmy Lake,SHM,swe_latest,8.7,2020-01-08
Shimmy Lake,SHM,swe_percapr1,22,2020-01-08
Middle Boulder 3,MB3,swe_latest,10.5,2020-01-08
Middle Boulder 3,MB3,swe_percapr1,37,2020-01-08
Scott Mountain,SCT,swe_latest,2.8,2020-01-08
Scott Mountain,SCT,swe_percapr1,17,2020-01-08
Mumbo Basin,MUM,swe_latest,6.5,2020-01-08
Mumbo Basin,MUM,swe_percapr1,29,2020-01-08
Big Flat,BFL,swe_latest,5.8,2020-01-08
Big Flat,BFL,swe_percapr1,36,2020-01-08
Crowder Flat,CWF,swe_latest,1.2,2020-01-08
Cedar Pass,CDP,swe_latest,6.2,2020-01-08
Cedar Pass,CDP,swe_percapr1,34,2020-01-08
Sand Flat,SDF,swe_latest,8.9,2020-01-08
Sand Flat,SDF,swe_percapr1,21,2020-01-08
Medicine Lake,MED,swe_latest,9.1,2020-01-08
Medicine Lake,MED,swe_percapr1,28,2020-01-08
Adin Mountain,ADM,swe_latest,4.7,2020-01-08
Adin Mountain,ADM,swe_percapr1,35,2020-01-08
Snow Mountain,SNM,swe_latest,5.6,2020-01-08
Snow Mountain,SNM,swe_percapr1,21,2020-01-08
Slate Creek,SLT,swe_latest,2.2,2020-01-08
Slate Creek,SLT,swe_percapr1,7,2020-01-08
Stouts Meadow,STM,swe_latest,8.2,2020-01-08
Stouts Meadow,STM,swe_percapr1,23,2020-01-08
Kettle Rock,KTL,swe_latest,9.1,2020-01-08
Kettle Rock,KTL,swe_percapr1,36,2020-01-08
Grizzly Ridge,GRZ,swe_latest,10.1,2020-01-08
Grizzly Ridge,GRZ,swe_percapr1,34,2020-01-08
Pilot Peak,PLP,swe_latest,13.8,2020-01-08
Pilot Peak,PLP,swe_percapr1,26,2020-01-08
Gold Lake,GOL,swe_latest,11.9,2020-01-08
Gold Lake,GOL,swe_percapr1,33,2020-01-08
Humbug,HMB,swe_latest,15.5,2020-01-08
Humbug,HMB,swe_percapr1,55,2020-01-08
Harkness Flat,HRK,swe_latest,7.7,2020-01-08
Harkness Flat,HRK,swe_percapr1,27,2020-01-08
Rattlesnake,RTL,swe_latest,8.3,2020-01-08
Rattlesnake,RTL,swe_percapr1,59,2020-01-08
Bucks Lake,BKL,swe_latest,12.5,2020-01-08
Bucks Lake,BKL,swe_percapr1,28,2020-01-08
Four Trees,FOR,swe_latest,5.4,2020-01-08
Four Trees,FOR,swe_percapr1,27,2020-01-08
Noel Spring,NLS,swe_latest,1,2020-01-08
Carson Pass,CXS,swe_latest,14.1,2020-01-08
Alpha,ALP,swe_latest,13.3,2020-01-08
Alpha,ALP,swe_percapr1,37,2020-01-08
Forni Ridge,FRN,swe_latest,13.7,2020-01-08
Forni Ridge,FRN,swe_percapr1,37,2020-01-08
Meadow Lake,MDW,swe_latest,16.8,2020-01-08
Meadow Lake,MDW,swe_percapr1,30,2020-01-08
Silver Lake,SIL,swe_latest,12.3,2020-01-08
Silver Lake,SIL,swe_percapr1,54,2020-01-08
Central Sierra Snow Lab,CSL,swe_latest,12,2020-01-08
Central Sierra Snow Lab,CSL,swe_percapr1,36,2020-01-08
Van Vleck,VVL,swe_latest,14.5,2020-01-08
Van Vleck,VVL,swe_percapr1,40,2020-01-08
Huysink,HYS,swe_latest,11,2020-01-08
Huysink,HYS,swe_percapr1,26,2020-01-08
Robbs Saddle,RBB,swe_latest,3.5,2020-01-08
Robbs Saddle,RBB,swe_percapr1,16,2020-01-08
Blue Canyon,BLC,swe_latest,2.2,2020-01-08
Blue Canyon,BLC,swe_percapr1,25,2020-01-08
Robbs Powerhouse,RBP,swe_latest,1.1,2020-01-08
Robbs Powerhouse,RBP,swe_percapr1,20,2020-01-08
Deadman Creek,DDM,swe_latest,6.1,2020-01-08
Deadman Creek,DDM,swe_percapr1,16,2020-01-08
Highland Meadow,HHM,swe_latest,16.2,2020-01-08
Highland Meadow,HHM,swe_percapr1,34,2020-01-08
Gianelli Meadow,GNL,swe_latest,15.6,2020-01-08
Gianelli Meadow,GNL,swe_percapr1,28,2020-01-08
Blue Lakes,BLK,swe_latest,12.5,2020-01-08
Blue Lakes,BLK,swe_percapr1,38,2020-01-08
Stanislaus Meadow,SLM,swe_latest,19.3,2020-01-08
Stanislaus Meadow,SLM,swe_percapr1,41,2020-01-08
Bloods Creek,BLD,swe_latest,17,2020-01-08
Bloods Creek,BLD,swe_percapr1,48,2020-01-08
Black Springs,BLS,swe_latest,12.7,2020-01-08
Black Springs,BLS,swe_percapr1,40,2020-01-08
Dana Meadows,DAN,swe_latest,8.6,2020-01-08
Dana Meadows,DAN,swe_percapr1,31,2020-01-08
Slide Canyon,SLI,swe_latest,10.8,2020-01-08
Slide Canyon,SLI,swe_percapr1,26,2020-01-08
Tuolumne Meadows,TUM,swe_latest,6.5,2020-01-08
Tuolumne Meadows,TUM,swe_percapr1,29,2020-01-08
Horse Meadow,HRS,swe_latest,17.2,2020-01-08
Horse Meadow,HRS,swe_percapr1,35,2020-01-08
Ostrander Lake,STR,swe_latest,12.3,2020-01-08
Ostrander Lake,STR,swe_percapr1,35,2020-01-08
Lake Tenaya,TNY,swe_latest,11.1,2020-01-08
Lake Tenaya,TNY,swe_percapr1,34,2020-01-08
Paradise Meadow,PDS,swe_latest,12.9,2020-01-08
Paradise Meadow,PDS,swe_percapr1,31,2020-01-08
Gin Flat,GIN,swe_latest,8.4,2020-01-08
Gin Flat,GIN,swe_percapr1,24,2020-01-08
Lower Kibbie Ridge,KIB,swe_latest,6.3,2020-01-08
Lower Kibbie Ridge,KIB,swe_percapr1,23,2020-01-08
Volcanic Knob,VLC,swe_latest,10.6,2020-01-08
Volcanic Knob,VLC,swe_percapr1,35,2020-01-08
Kaiser Point,KSP,swe_latest,9.6,2020-01-08
Kaiser Point,KSP,swe_percapr1,25,2020-01-08
Green Mountain,GRM,swe_latest,9.5,2020-01-08
Green Mountain,GRM,swe_percapr1,31,2020-01-08
Chilkoot Meadow,CHM,swe_latest,10.3,2020-01-08
Chilkoot Meadow,CHM,swe_percapr1,27,2020-01-08
Huntington Lake,HNT,swe_latest,7.8,2020-01-08
Huntington Lake,HNT,swe_percapr1,39,2020-01-08
Graveyard Meadow,GRV,swe_latest,7.6,2020-01-08
Graveyard Meadow,GRV,swe_percapr1,40,2020-01-08
Poison Ridge,PSR,swe_latest,12.2,2020-01-08
Poison Ridge,PSR,swe_percapr1,42,2020-01-08
Charlotte Lake,CRL,swe_latest,12.5,2020-01-08
Charlotte Lake,CRL,swe_percapr1,46,2020-01-08
State Lakes,STL,swe_latest,11.4,2020-01-08
State Lakes,STL,swe_percapr1,39,2020-01-08
Mitchell Meadow,MTM,swe_latest,12.9,2020-01-08
Mitchell Meadow,MTM,swe_percapr1,39,2020-01-08
Upper Burnt Corral,UBC,swe_latest,12.8,2020-01-08
Upper Burnt Corral,UBC,swe_percapr1,37,2020-01-08
West Woodchuck Meadow,WWC,swe_latest,14.2,2020-01-08
West Woodchuck Meadow,WWC,swe_percapr1,43,2020-01-08
Quaking Aspen,QUA,swe_latest,9.3,2020-01-08
Quaking Aspen,QUA,swe_percapr1,44,2020-01-08
Giant Forest,GNF,swe_latest,4.7,2020-01-08
Giant Forest,GNF,swe_percapr1,47,2020-01-08
Upper Tyndall Creek,UTY,swe_latest,6.4,2020-01-08
Upper Tyndall Creek,UTY,swe_percapr1,23,2020-01-08
Crabtree Meadow,CBT,swe_latest,5.6,2020-01-08
Crabtree Meadow,CBT,swe_percapr1,28,2020-01-08
Chagoopa Plateau,CHP,swe_latest,7.5,2020-01-08
Chagoopa Plateau,CHP,swe_percapr1,35,2020-01-08
Pascoes,PSC,swe_latest,9.9,2020-01-08
Pascoes,PSC,swe_percapr1,40,2020-01-08
Wet Meadows,WTM,swe_latest,10.9,2020-01-08
Wet Meadows,WTM,swe_percapr1,36,2020-01-08
Casa Vieja Meadows,CSV,swe_latest,8.1,2020-01-08
Casa Vieja Meadows,CSV,swe_percapr1,39,2020-01-08
Beach Meadows,BCH,swe_latest,6.7,2020-01-08
Beach Meadows,BCH,swe_percapr1,61,2020-01-08
Dismal Swamp,DSS,swe_latest,12,2020-01-08
Dismal Swamp,DSS,swe_percapr1,41,2020-01-08
Big Meadows,BMW,swe_latest,8.9,2020-01-08
Big Meadows,BMW,swe_percapr1,35,2020-01-08
Squaw Valley,SQV,swe_latest,16.7,2020-01-08
Squaw Valley,SQV,swe_percapr1,36,2020-01-08
Independence Creek,INN,swe_latest,4.8,2020-01-08
Independence Creek,INN,swe_percapr1,38,2020-01-08
Truckee 2,TK2,swe_latest,6.4,2020-01-08
Truckee 2,TK2,swe_percapr1,45,2020-01-08
Mount Rose Ski Area,MSK,swe_latest,15.8,2020-01-08
Mount Rose Ski Area,MSK,swe_percapr1,41,2020-01-08
Heavenly Valley,HVN,swe_latest,7.3,2020-01-08
Heavenly Valley,HVN,swe_percapr1,26,2020-01-08
Hagans Meadow,HGM,swe_latest,7.7,2020-01-08
Hagans Meadow,HGM,swe_percapr1,47,2020-01-08
Marlette Lake,MRL,swe_latest,9.6,2020-01-08
Marlette Lake,MRL,swe_percapr1,45,2020-01-08
Echo Peak 5,EP5,swe_latest,15.9,2020-01-08
Echo Peak 5,EP5,swe_percapr1,40,2020-01-08
Rubicon Peak 2,RP2,swe_latest,9.4,2020-01-08
Rubicon Peak 2,RP2,swe_percapr1,32,2020-01-08
Tahoe City Cross,TCC,swe_latest,6.8,2020-01-08
Tahoe City Cross,TCC,swe_percapr1,42,2020-01-08
Ward Creek 3,WC3,swe_latest,11.9,2020-01-08
Ward Creek 3,WC3,swe_percapr1,30,2020-01-08
Fallen Leaf Lake,FLL,swe_latest,2.1,2020-01-08
Fallen Leaf Lake,FLL,swe_percapr1,30,2020-01-08
Ebbetts Pass,EBB,swe_latest,14.5,2020-01-08
Ebbetts Pass,EBB,swe_percapr1,37,2020-01-08
Horse Meadow,HOR,swe_latest,9.5,2020-01-08
Monitor Pass,MNT,swe_latest,5.9,2020-01-08
Burnside Lake,BSK,swe_latest,12.4,2020-01-08
Forestdale Creek,FDC,swe_latest,15.5,2020-01-08
Poison Flat,PSN,swe_latest,7.3,2020-01-08
Poison Flat,PSN,swe_percapr1,45,2020-01-08
Spratt Creek,SPT,swe_latest,3.4,2020-01-08
Spratt Creek,SPT,swe_percapr1,76,2020-01-08
Leavitt Lake,LVT,swe_latest,18,2020-01-08
Summit Meadow,SDW,swe_latest,6.6,2020-01-08
Virginia Lakes,VRG,swe_latest,4.2,2020-01-08
Virginia Lakes,VRG,swe_percapr1,21,2020-01-08
Lobdell Lake,LBD,swe_latest,3.3,2020-01-08
Lobdell Lake,LBD,swe_percapr1,19,2020-01-08
Sonora Pass Bridge,SPS,swe_latest,7.1,2020-01-08
