station,dwr3id,pname,value,cdecday
Sonora Pass Bridge,SPS,swe_percapr1,27,2020-01-08
Leavitt Meadows,LVM,swe_latest,5.2,2020-01-08
Leavitt Meadows,LVM,swe_percapr1,65,2020-01-08
Gem Pass,GEM,swe_latest,7,2020-01-08
Gem Pass,GEM,swe_percapr1,22,2020-01-08
Sawmill,SWM,swe_latest,6.6,2020-01-08
Sawmill,SWM,swe_percapr1,34,2020-01-08
Cottonwood Lakes,CWD,swe_latest,7.5,2020-01-08
Cottonwood Lakes,CWD,swe_percapr1,65,2020-01-08
Rock Creek Lakes,RCK,swe_latest,5,2020-01-08
Rock Creek Lakes,RCK,swe_percapr1,35,2020-01-08
South Lake,SLK,swe_latest,4.9,2020-01-08
South Lake,SLK,swe_percapr1,31,2020-01-08
Mammoth Pass,MHP,swe_latest,10.9,2020-01-08
Mammoth Pass,MHP,swe_percapr1,26,2020-01-08
