station,dwr3id,pname,value,cdecday
Lake Lois,LOS,swe_percapr1,39,2019-01-15
Carson Pass,CXS,swe_latest,13.1,2019-01-15
Caples Lake,CAP,swe_latest,16.3,2019-01-15
Caples Lake,CAP,swe_percapr1,53,2019-01-15
Alpha,ALP,swe_latest,14,2019-01-15
Alpha,ALP,swe_percapr1,39,2019-01-15
Forni Ridge,FRN,swe_latest,17.7,2019-01-15
Forni Ridge,FRN,swe_percapr1,48,2019-01-15
Silver Lake,SIL,swe_latest,12.1,2019-01-15
Silver Lake,SIL,swe_percapr1,53,2019-01-15
Central Sierra Snow Lab,CSL,swe_latest,16.6,2019-01-15
Central Sierra Snow Lab,CSL,swe_percapr1,49,2019-01-15
Van Vleck,VVL,swe_latest,16.4,2019-01-15
Van Vleck,VVL,swe_percapr1,46,2019-01-15
Huysink,HYS,swe_latest,12.2,2019-01-15
Huysink,HYS,swe_percapr1,29,2019-01-15
Robinson Cow Camp,RCC,swe_latest,18.8,2019-01-15
Robbs Saddle,RBB,swe_latest,5.7,2019-01-15
Robbs Saddle,RBB,swe_percapr1,27,2019-01-15
Greek Store,GKS,swe_latest,6,2019-01-15
Greek Store,GKS,swe_percapr1,29,2019-01-15
Blue Canyon,BLC,swe_latest,5.9,2019-01-15
Blue Canyon,BLC,swe_percapr1,65,2019-01-15
Robbs Powerhouse,RBP,swe_latest,2.1,2019-01-15
Robbs Powerhouse,RBP,swe_percapr1,41,2019-01-15
Deadman Creek,DDM,swe_latest,9.9,2019-01-15
Deadman Creek,DDM,swe_percapr1,27,2019-01-15
Highland Meadow,HHM,swe_latest,20.9,2019-01-15
Highland Meadow,HHM,swe_percapr1,44,2019-01-15
Gianelli Meadow,GNL,swe_latest,25.5,2019-01-15
Gianelli Meadow,GNL,swe_percapr1,46,2019-01-15
Lower Relief Valley,REL,swe_latest,18.4,2019-01-15
Lower Relief Valley,REL,swe_percapr1,45,2019-01-15
Blue Lakes,BLK,swe_latest,12.3,2019-01-15
Blue Lakes,BLK,swe_percapr1,37,2019-01-15
Stanislaus Meadow,SLM,swe_latest,18.9,2019-01-15
Stanislaus Meadow,SLM,swe_percapr1,40,2019-01-15
Bloods Creek,BLD,swe_latest,11.7,2019-01-15
Bloods Creek,BLD,swe_percapr1,33,2019-01-15
Black Springs,BLS,swe_latest,10.1,2019-01-15
Black Springs,BLS,swe_percapr1,32,2019-01-15
Dana Meadows,DAN,swe_latest,12.8,2019-01-15
Dana Meadows,DAN,swe_percapr1,46,2019-01-15
Slide Canyon,SLI,swe_latest,16.1,2019-01-15
Slide Canyon,SLI,swe_percapr1,39,2019-01-15
Tuolumne Meadows,TUM,swe_latest,9.7,2019-01-15
Tuolumne Meadows,TUM,swe_percapr1,43,2019-01-15
Horse Meadow,HRS,swe_latest,22.4,2019-01-15
Horse Meadow,HRS,swe_percapr1,46,2019-01-15
Ostrander Lake,STR,swe_latest,15,2019-01-15
Ostrander Lake,STR,swe_percapr1,43,2019-01-15
Lake Tenaya,TNY,swe_latest,14.4,2019-01-15
Lake Tenaya,TNY,swe_percapr1,44,2019-01-15
White Wolf,WHW,swe_latest,12.9,2019-01-15
Paradise Meadow,PDS,swe_latest,17.8,2019-01-15
Paradise Meadow,PDS,swe_percapr1,43,2019-01-15
Lower Kibbie Ridge,KIB,swe_latest,8.5,2019-01-15
Lower Kibbie Ridge,KIB,swe_percapr1,31,2019-01-15
Volcanic Knob,VLC,swe_latest,12.7,2019-01-15
Volcanic Knob,VLC,swe_percapr1,42,2019-01-15
Kaiser Point,KSP,swe_latest,11.8,2019-01-15
Kaiser Point,KSP,swe_percapr1,31,2019-01-15
Green Mountain,GRM,swe_latest,11.3,2019-01-15
Green Mountain,GRM,swe_percapr1,37,2019-01-15
Devils Postpile,DPO,swe_latest,9.1,2019-01-15
Tamarack Summit,TMR,swe_latest,10,2019-01-15
Tamarack Summit,TMR,swe_percapr1,33,2019-01-15
Chilkoot Meadow,CHM,swe_latest,12.4,2019-01-15
Chilkoot Meadow,CHM,swe_percapr1,33,2019-01-15
Huntington Lake,HNT,swe_latest,7.1,2019-01-15
Huntington Lake,HNT,swe_percapr1,35,2019-01-15
Graveyard Meadow,GRV,swe_latest,9.2,2019-01-15
Graveyard Meadow,GRV,swe_percapr1,49,2019-01-15
Poison Ridge,PSR,swe_latest,8.4,2019-01-15
Poison Ridge,PSR,swe_percapr1,29,2019-01-15
Bishop Pass,BSH,swe_latest,6.5,2019-01-15
Bishop Pass,BSH,swe_percapr1,19,2019-01-15
State Lakes,STL,swe_latest,13,2019-01-15
State Lakes,STL,swe_percapr1,45,2019-01-15
Mitchell Meadow,MTM,swe_latest,16.1,2019-01-15
Mitchell Meadow,MTM,swe_percapr1,49,2019-01-15
Upper Burnt Corral,UBC,swe_latest,12.3,2019-01-15
Upper Burnt Corral,UBC,swe_percapr1,36,2019-01-15
West Woodchuck Meadow,WWC,swe_latest,9.3,2019-01-15
West Woodchuck Meadow,WWC,swe_percapr1,28,2019-01-15
Quaking Aspen,QUA,swe_latest,7.2,2019-01-15
Quaking Aspen,QUA,swe_percapr1,34,2019-01-15
Giant Forest,GNF,swe_latest,3.4,2019-01-15
Giant Forest,GNF,swe_percapr1,34,2019-01-15
Upper Tyndall Creek,UTY,swe_latest,8.5,2019-01-15
Upper Tyndall Creek,UTY,swe_percapr1,31,2019-01-15
Crabtree Meadow,CBT,swe_latest,7.4,2019-01-15
Crabtree Meadow,CBT,swe_percapr1,37,2019-01-15
Chagoopa Plateau,CHP,swe_latest,10.1,2019-01-15
Chagoopa Plateau,CHP,swe_percapr1,46,2019-01-15
Pascoes,PSC,swe_latest,12.5,2019-01-15
Pascoes,PSC,swe_percapr1,50,2019-01-15
Wet Meadows,WTM,swe_latest,11.2,2019-01-15
Wet Meadows,WTM,swe_percapr1,37,2019-01-15
Casa Vieja Meadows,CSV,swe_latest,10.2,2019-01-15
Casa Vieja Meadows,CSV,swe_percapr1,49,2019-01-15
Beach Meadows,BCH,swe_latest,4.8,2019-01-15
Beach Meadows,BCH,swe_percapr1,44,2019-01-15
Dismal Swamp,DSS,swe_latest,13.1,2019-01-15
Dismal Swamp,DSS,swe_percapr1,45,2019-01-15
Big Meadows,BMW,swe_latest,8.4,2019-01-15
Big Meadows,BMW,swe_percapr1,33,2019-01-15
Squaw Valley,SQV,swe_latest,18.8,2019-01-15
Squaw Valley,SQV,swe_percapr1,40,2019-01-15
Independence Creek,INN,swe_latest,4.3,2019-01-15
Independence Creek,INN,swe_percapr1,34,2019-01-15
Truckee 2,TK2,swe_latest,8,2019-01-15
Truckee 2,TK2,swe_percapr1,56,2019-01-15
Mount Rose Ski Area,MSK,swe_latest,13.6,2019-01-15
Mount Rose Ski Area,MSK,swe_percapr1,35,2019-01-15
Heavenly Valley,HVN,swe_latest,8.5,2019-01-15
Heavenly Valley,HVN,swe_percapr1,30,2019-01-15
Hagans Meadow,HGM,swe_latest,6.7,2019-01-15
Hagans Meadow,HGM,swe_percapr1,41,2019-01-15
Marlette Lake,MRL,swe_latest,8.8,2019-01-15
Marlette Lake,MRL,swe_percapr1,42,2019-01-15
Echo Peak 5,EP5,swe_latest,16.4,2019-01-15
Echo Peak 5,EP5,swe_percapr1,42,2019-01-15
Rubicon Peak 2,RP2,swe_latest,8.6,2019-01-15
Rubicon Peak 2,RP2,swe_percapr1,30,2019-01-15
Tahoe City Cross,TCC,swe_latest,5,2019-01-15
Tahoe City Cross,TCC,swe_percapr1,31,2019-01-15
Ward Creek 3,WC3,swe_latest,14,2019-01-15
Ward Creek 3,WC3,swe_percapr1,36,2019-01-15
Fallen Leaf Lake,FLL,swe_latest,3.1,2019-01-15
Fallen Leaf Lake,FLL,swe_percapr1,44,2019-01-15
Ebbetts Pass,EBB,swe_latest,15.3,2019-01-15
Ebbetts Pass,EBB,swe_percapr1,39,2019-01-15
Horse Meadow,HOR,swe_latest,8.6,2019-01-15
Monitor Pass,MNT,swe_latest,6.1,2019-01-15
Burnside Lake,BSK,swe_latest,11.1,2019-01-15
Forestdale Creek,FDC,swe_latest,15.4,2019-01-15
Poison Flat,PSN,swe_latest,7.3,2019-01-15
Poison Flat,PSN,swe_percapr1,45,2019-01-15
Spratt Creek,SPT,swe_latest,2.9,2019-01-15
Spratt Creek,SPT,swe_percapr1,64,2019-01-15
Leavitt Lake,LVT,swe_latest,21,2019-01-15
Summit Meadow,SDW,swe_latest,8.9,2019-01-15
Virginia Lakes,VRG,swe_latest,6.1,2019-01-15
Virginia Lakes,VRG,swe_percapr1,30,2019-01-15
Sonora Pass Bridge,SPS,swe_latest,9.8,2019-01-15
Sonora Pass Bridge,SPS,swe_percapr1,38,2019-01-15
Leavitt Meadows,LVM,swe_latest,6,2019-01-15
Leavitt Meadows,LVM,swe_percapr1,75,2019-01-15
Gem Pass,GEM,swe_latest,8.2,2019-01-15
Gem Pass,GEM,swe_percapr1,26,2019-01-15
Sawmill,SWM,swe_latest,6.7,2019-01-15
Sawmill,SWM,swe_percapr1,34,2019-01-15
Cottonwood Lakes,CWD,swe_latest,5.6,2019-01-15
Cottonwood Lakes,CWD,swe_percapr1,49,2019-01-15
Big Pine Creek,BGP,swe_latest,6.3,2019-01-15
Big Pine Creek,BGP,swe_percapr1,35,2019-01-15
Rock Creek Lakes,RCK,swe_latest,7.2,2019-01-15
Rock Creek Lakes,RCK,swe_percapr1,52,2019-01-15
South Lake,SLK,swe_latest,5.5,2019-01-15
South Lake,SLK,swe_percapr1,35,2019-01-15
Mammoth Pass,MHP,swe_latest,12.7,2019-01-15
Mammoth Pass,MHP,swe_percapr1,30,2019-01-15
Peterson Flat,PET,swe_latest,12.1,2019-01-16
Peterson Flat,PET,swe_percapr1,42,2019-01-16
Red Rock Mountain,RRM,swe_latest,25.2,2019-01-16
Red Rock Mountain,RRM,swe_percapr1,64,2019-01-16
Bonanza King,BNK,swe_latest,16.4,2019-01-16
Bonanza King,BNK,swe_percapr1,41,2019-01-16
Shimmy Lake,SHM,swe_latest,19.4,2019-01-16
Shimmy Lake,SHM,swe_percapr1,48,2019-01-16
Middle Boulder 3,MB3,swe_latest,14.3,2019-01-16
Middle Boulder 3,MB3,swe_percapr1,51,2019-01-16
Highland Lakes,HIG,swe_latest,18.5,2019-01-16
Highland Lakes,HIG,swe_percapr1,62,2019-01-16
Scott Mountain,SCT,swe_latest,10.4,2019-01-16
Scott Mountain,SCT,swe_percapr1,65,2019-01-16
Mumbo Basin,MUM,swe_latest,8.4,2019-01-16
Mumbo Basin,MUM,swe_percapr1,38,2019-01-16
Big Flat,BFL,swe_latest,7.3,2019-01-16
Big Flat,BFL,swe_percapr1,47,2019-01-16
Crowder Flat,CWF,swe_latest,1.6,2019-01-16
Cedar Pass,CDP,swe_latest,7.9,2019-01-16
Cedar Pass,CDP,swe_percapr1,44,2019-01-16
Blacks Mountain,BLA,swe_latest,5.6,2019-01-16
Blacks Mountain,BLA,swe_percapr1,44,2019-01-16
Sand Flat,SDF,swe_latest,17.3,2019-01-16
Sand Flat,SDF,swe_percapr1,41,2019-01-16
Medicine Lake,MED,swe_latest,17.2,2019-01-16
Medicine Lake,MED,swe_percapr1,53,2019-01-16
Adin Mountain,ADM,swe_latest,6.5,2019-01-16
Adin Mountain,ADM,swe_percapr1,48,2019-01-16
Snow Mountain,SNM,swe_latest,14.5,2019-01-16
Snow Mountain,SNM,swe_percapr1,54,2019-01-16
Slate Creek,SLT,swe_latest,9.6,2019-01-16
Slate Creek,SLT,swe_percapr1,33,2019-01-16
Stouts Meadow,STM,swe_latest,12,2019-01-16
Stouts Meadow,STM,swe_percapr1,33,2019-01-16
Lower Lassen Peak,LLP,swe_latest,35.6,2019-01-16
Kettle Rock,KTL,swe_latest,13.3,2019-01-16
Kettle Rock,KTL,swe_percapr1,52,2019-01-16
Grizzly Ridge,GRZ,swe_latest,11.4,2019-01-16
Grizzly Ridge,GRZ,swe_percapr1,38,2019-01-16
Pilot Peak,PLP,swe_latest,18.6,2019-01-16
Pilot Peak,PLP,swe_percapr1,35,2019-01-16
Gold Lake,GOL,swe_latest,18.2,2019-01-16
Gold Lake,GOL,swe_percapr1,50,2019-01-16
Humbug,HMB,swe_latest,17.8,2019-01-16
Humbug,HMB,swe_percapr1,63,2019-01-16
Harkness Flat,HRK,swe_latest,14,2019-01-16
Harkness Flat,HRK,swe_percapr1,49,2019-01-16
Rattlesnake,RTL,swe_latest,10.3,2019-01-16
Rattlesnake,RTL,swe_percapr1,74,2019-01-16
Bucks Lake,BKL,swe_latest,8.4,2019-01-16
Bucks Lake,BKL,swe_percapr1,19,2019-01-16
Four Trees,FOR,swe_latest,9.2,2019-01-16
Four Trees,FOR,swe_percapr1,46,2019-01-16
Noel Spring,NLS,swe_latest,4,2019-01-16
Schneiders,SCN,swe_latest,12.1,2019-01-16
Schneiders,SCN,swe_percapr1,35,2019-01-16
Lake Lois,LOS,swe_latest,17.6,2019-01-16
Lake Lois,LOS,swe_percapr1,45,2019-01-16
Carson Pass,CXS,swe_latest,14.8,2019-01-16
Caples Lake,CAP,swe_latest,17.6,2019-01-16
Caples Lake,CAP,swe_percapr1,57,2019-01-16
Alpha,ALP,swe_latest,15.8,2019-01-16
Alpha,ALP,swe_percapr1,44,2019-01-16
Forni Ridge,FRN,swe_latest,19,2019-01-16
Forni Ridge,FRN,swe_percapr1,51,2019-01-16
Silver Lake,SIL,swe_latest,13,2019-01-16
Silver Lake,SIL,swe_percapr1,57,2019-01-16
Central Sierra Snow Lab,CSL,swe_latest,19.2,2019-01-16
Central Sierra Snow Lab,CSL,swe_percapr1,57,2019-01-16
Van Vleck,VVL,swe_latest,18.2,2019-01-16
Van Vleck,VVL,swe_percapr1,51,2019-01-16
Huysink,HYS,swe_latest,14,2019-01-16
Huysink,HYS,swe_percapr1,33,2019-01-16
Robinson Cow Camp,RCC,swe_latest,21,2019-01-16
Robbs Saddle,RBB,swe_latest,7,2019-01-16
Robbs Saddle,RBB,swe_percapr1,33,2019-01-16
Greek Store,GKS,swe_latest,7.9,2019-01-16
Greek Store,GKS,swe_percapr1,38,2019-01-16
Blue Canyon,BLC,swe_latest,6.7,2019-01-16
Blue Canyon,BLC,swe_percapr1,75,2019-01-16
Robbs Powerhouse,RBP,swe_latest,2.6,2019-01-16
Robbs Powerhouse,RBP,swe_percapr1,51,2019-01-16
Deadman Creek,DDM,swe_latest,10.7,2019-01-16
Deadman Creek,DDM,swe_percapr1,29,2019-01-16
Highland Meadow,HHM,swe_latest,22.7,2019-01-16
Highland Meadow,HHM,swe_percapr1,47,2019-01-16
Gianelli Meadow,GNL,swe_latest,27.6,2019-01-16
Gianelli Meadow,GNL,swe_percapr1,50,2019-01-16
Lower Relief Valley,REL,swe_latest,20.1,2019-01-16
Lower Relief Valley,REL,swe_percapr1,49,2019-01-16
Blue Lakes,BLK,swe_latest,14,2019-01-16
Blue Lakes,BLK,swe_percapr1,42,2019-01-16
Stanislaus Meadow,SLM,swe_latest,20,2019-01-16
Stanislaus Meadow,SLM,swe_percapr1,42,2019-01-16
Bloods Creek,BLD,swe_latest,13.1,2019-01-16
Bloods Creek,BLD,swe_percapr1,37,2019-01-16
Black Springs,BLS,swe_latest,11.7,2019-01-16
Black Springs,BLS,swe_percapr1,36,2019-01-16
Dana Meadows,DAN,swe_latest,13.3,2019-01-16
Dana Meadows,DAN,swe_percapr1,48,2019-01-16
Slide Canyon,SLI,swe_latest,17.2,2019-01-16
Slide Canyon,SLI,swe_percapr1,42,2019-01-16
Tuolumne Meadows,TUM,swe_latest,10.2,2019-01-16
Tuolumne Meadows,TUM,swe_percapr1,45,2019-01-16
Horse Meadow,HRS,swe_latest,24.6,2019-01-16
Horse Meadow,HRS,swe_percapr1,51,2019-01-16
Ostrander Lake,STR,swe_latest,16.1,2019-01-16
Ostrander Lake,STR,swe_percapr1,46,2019-01-16
Lake Tenaya,TNY,swe_latest,15.2,2019-01-16
Lake Tenaya,TNY,swe_percapr1,46,2019-01-16
White Wolf,WHW,swe_latest,14.3,2019-01-16
Paradise Meadow,PDS,swe_latest,18.9,2019-01-16
Paradise Meadow,PDS,swe_percapr1,46,2019-01-16
Lower Kibbie Ridge,KIB,swe_latest,10,2019-01-16
Lower Kibbie Ridge,KIB,swe_percapr1,36,2019-01-16
Volcanic Knob,VLC,swe_latest,13.1,2019-01-16
Volcanic Knob,VLC,swe_percapr1,43,2019-01-16
Kaiser Point,KSP,swe_latest,12.4,2019-01-16
Kaiser Point,KSP,swe_percapr1,33,2019-01-16
Green Mountain,GRM,swe_latest,12.7,2019-01-16
Green Mountain,GRM,swe_percapr1,41,2019-01-16
Devils Postpile,DPO,swe_latest,10.2,2019-01-16
Tamarack Summit,TMR,swe_latest,10.7,2019-01-16
Tamarack Summit,TMR,swe_percapr1,35,2019-01-16
Chilkoot Meadow,CHM,swe_latest,13.9,2019-01-16
Chilkoot Meadow,CHM,swe_percapr1,37,2019-01-16
Huntington Lake,HNT,swe_latest,7.5,2019-01-16
Huntington Lake,HNT,swe_percapr1,38,2019-01-16
Graveyard Meadow,GRV,swe_latest,10.7,2019-01-16
Graveyard Meadow,GRV,swe_percapr1,57,2019-01-16
Poison Ridge,PSR,swe_latest,9.8,2019-01-16
Poison Ridge,PSR,swe_percapr1,34,2019-01-16
Bishop Pass,BSH,swe_latest,6.9,2019-01-16
Bishop Pass,BSH,swe_percapr1,20,2019-01-16
State Lakes,STL,swe_latest,13.9,2019-01-16
State Lakes,STL,swe_percapr1,48,2019-01-16
Mitchell Meadow,MTM,swe_latest,17,2019-01-16
Mitchell Meadow,MTM,swe_percapr1,52,2019-01-16
Upper Burnt Corral,UBC,swe_latest,13.5,2019-01-16
Upper Burnt Corral,UBC,swe_percapr1,39,2019-01-16
West Woodchuck Meadow,WWC,swe_latest,9.5,2019-01-16
West Woodchuck Meadow,WWC,swe_percapr1,29,2019-01-16
Quaking Aspen,QUA,swe_latest,7.9,2019-01-16
Quaking Aspen,QUA,swe_percapr1,38,2019-01-16
Giant Forest,GNF,swe_latest,3.4,2019-01-16
Giant Forest,GNF,swe_percapr1,34,2019-01-16
Upper Tyndall Creek,UTY,swe_latest,9,2019-01-16
Upper Tyndall Creek,UTY,swe_percapr1,33,2019-01-16
Crabtree Meadow,CBT,swe_latest,7.9,2019-01-16
Crabtree Meadow,CBT,swe_percapr1,40,2019-01-16
Chagoopa Plateau,CHP,swe_latest,10.7,2019-01-16
Chagoopa Plateau,CHP,swe_percapr1,49,2019-01-16
Pascoes,PSC,swe_latest,12.9,2019-01-16
Pascoes,PSC,swe_percapr1,52,2019-01-16
Wet Meadows,WTM,swe_latest,12.2,2019-01-16
Wet Meadows,WTM,swe_percapr1,40,2019-01-16
Casa Vieja Meadows,CSV,swe_latest,10.9,2019-01-16
Casa Vieja Meadows,CSV,swe_percapr1,52,2019-01-16
Beach Meadows,BCH,swe_latest,5,2019-01-16
Beach Meadows,BCH,swe_percapr1,46,2019-01-16
Dismal Swamp,DSS,swe_latest,13.6,2019-01-16
Dismal Swamp,DSS,swe_percapr1,47,2019-01-16
Big Meadows,BMW,swe_latest,9.3,2019-01-16
Big Meadows,BMW,swe_percapr1,36,2019-01-16
Squaw Valley,SQV,swe_latest,22,2019-01-16
Squaw Valley,SQV,swe_percapr1,47,2019-01-16
Independence Creek,INN,swe_latest,6.1,2019-01-16
Independence Creek,INN,swe_percapr1,48,2019-01-16
Truckee 2,TK2,swe_latest,9.5,2019-01-16
Truckee 2,TK2,swe_percapr1,66,2019-01-16
Mount Rose Ski Area,MSK,swe_latest,15.7,2019-01-16
Mount Rose Ski Area,MSK,swe_percapr1,41,2019-01-16
Heavenly Valley,HVN,swe_latest,9,2019-01-16
Heavenly Valley,HVN,swe_percapr1,32,2019-01-16
Hagans Meadow,HGM,swe_latest,7.5,2019-01-16
Hagans Meadow,HGM,swe_percapr1,45,2019-01-16
Marlette Lake,MRL,swe_latest,9.8,2019-01-16
Marlette Lake,MRL,swe_percapr1,46,2019-01-16
Echo Peak 5,EP5,swe_latest,18.2,2019-01-16
Echo Peak 5,EP5,swe_percapr1,46,2019-01-16
Rubicon Peak 2,RP2,swe_latest,10.2,2019-01-16
Rubicon Peak 2,RP2,swe_percapr1,35,2019-01-16
Tahoe City Cross,TCC,swe_latest,7.1,2019-01-16
Tahoe City Cross,TCC,swe_percapr1,44,2019-01-16
Ward Creek 3,WC3,swe_latest,16.5,2019-01-16
Ward Creek 3,WC3,swe_percapr1,42,2019-01-16
Fallen Leaf Lake,FLL,swe_latest,4.2,2019-01-16
Fallen Leaf Lake,FLL,swe_percapr1,60,2019-01-16
Ebbetts Pass,EBB,swe_latest,17.1,2019-01-16
Ebbetts Pass,EBB,swe_percapr1,44,2019-01-16
Horse Meadow,HOR,swe_latest,9.8,2019-01-16
Monitor Pass,MNT,swe_latest,7.2,2019-01-16
Burnside Lake,BSK,swe_latest,12.8,2019-01-16
Forestdale Creek,FDC,swe_latest,17.5,2019-01-16
Poison Flat,PSN,swe_latest,8.2,2019-01-16
Poison Flat,PSN,swe_percapr1,51,2019-01-16
Spratt Creek,SPT,swe_latest,4,2019-01-16
Spratt Creek,SPT,swe_percapr1,89,2019-01-16
Leavitt Lake,LVT,swe_latest,23.1,2019-01-16
Summit Meadow,SDW,swe_latest,10.2,2019-01-16
Virginia Lakes,VRG,swe_latest,6.7,2019-01-16
Virginia Lakes,VRG,swe_percapr1,33,2019-01-16
Sonora Pass Bridge,SPS,swe_latest,11.2,2019-01-16
Sonora Pass Bridge,SPS,swe_percapr1,43,2019-01-16
Leavitt Meadows,LVM,swe_latest,7.1,2019-01-16
Leavitt Meadows,LVM,swe_percapr1,89,2019-01-16
Gem Pass,GEM,swe_latest,9,2019-01-16
Gem Pass,GEM,swe_percapr1,29,2019-01-16
Sawmill,SWM,swe_latest,7.2,2019-01-16
Sawmill,SWM,swe_percapr1,37,2019-01-16
Cottonwood Lakes,CWD,swe_latest,6,2019-01-16
Cottonwood Lakes,CWD,swe_percapr1,52,2019-01-16
Big Pine Creek,BGP,swe_latest,6.7,2019-01-16
Big Pine Creek,BGP,swe_percapr1,37,2019-01-16
Rock Creek Lakes,RCK,swe_latest,7.4,2019-01-16
Rock Creek Lakes,RCK,swe_percapr1,53,2019-01-16
South Lake,SLK,swe_latest,6.3,2019-01-16
South Lake,SLK,swe_percapr1,39,2019-01-16
Mammoth Pass,MHP,swe_latest,13.7,2019-01-16
Mammoth Pass,MHP,swe_percapr1,32,2019-01-16
Peterson Flat,PET,swe_latest,15.2,2019-01-17
Peterson Flat,PET,swe_percapr1,52,2019-01-17
Red Rock Mountain,RRM,swe_latest,28.6,2019-01-17
Red Rock Mountain,RRM,swe_percapr1,72,2019-01-17
Bonanza King,BNK,swe_latest,20.3,2019-01-17
Bonanza King,BNK,swe_percapr1,50,2019-01-17
Shimmy Lake,SHM,swe_latest,23.9,2019-01-17
Shimmy Lake,SHM,swe_percapr1,59,2019-01-17
Middle Boulder 3,MB3,swe_latest,17.6,2019-01-17
Middle Boulder 3,MB3,swe_percapr1,62,2019-01-17
Highland Lakes,HIG,swe_latest,22.8,2019-01-17
Highland Lakes,HIG,swe_percapr1,76,2019-01-17
Scott Mountain,SCT,swe_latest,13,2019-01-17
Scott Mountain,SCT,swe_percapr1,81,2019-01-17
Mumbo Basin,MUM,swe_latest,10.2,2019-01-17
Mumbo Basin,MUM,swe_percapr1,46,2019-01-17
Big Flat,BFL,swe_latest,8.3,2019-01-17
Big Flat,BFL,swe_percapr1,53,2019-01-17
Crowder Flat,CWF,swe_latest,2,2019-01-17
Cedar Pass,CDP,swe_latest,8.1,2019-01-17
Cedar Pass,CDP,swe_percapr1,45,2019-01-17
Blacks Mountain,BLA,swe_latest,6.8,2019-01-17
Blacks Mountain,BLA,swe_percapr1,54,2019-01-17
Sand Flat,SDF,swe_latest,20.4,2019-01-17
Sand Flat,SDF,swe_percapr1,48,2019-01-17
Medicine Lake,MED,swe_latest,19.4,2019-01-17
Medicine Lake,MED,swe_percapr1,60,2019-01-17
Adin Mountain,ADM,swe_latest,7.4,2019-01-17
Adin Mountain,ADM,swe_percapr1,54,2019-01-17
Snow Mountain,SNM,swe_latest,17.6,2019-01-17
Snow Mountain,SNM,swe_percapr1,65,2019-01-17
Slate Creek,SLT,swe_latest,10.8,2019-01-17
Slate Creek,SLT,swe_percapr1,37,2019-01-17
Stouts Meadow,STM,swe_latest,14.2,2019-01-17
Stouts Meadow,STM,swe_percapr1,40,2019-01-17
Lower Lassen Peak,LLP,swe_latest,40.3,2019-01-17
Kettle Rock,KTL,swe_latest,16.1,2019-01-17
Kettle Rock,KTL,swe_percapr1,63,2019-01-17
Grizzly Ridge,GRZ,swe_latest,14.5,2019-01-17
Grizzly Ridge,GRZ,swe_percapr1,49,2019-01-17
Pilot Peak,PLP,swe_latest,24.1,2019-01-17
Pilot Peak,PLP,swe_percapr1,46,2019-01-17
Gold Lake,GOL,swe_latest,20.9,2019-01-17
Gold Lake,GOL,swe_percapr1,57,2019-01-17
Humbug,HMB,swe_latest,22.1,2019-01-17
Humbug,HMB,swe_percapr1,79,2019-01-17
Harkness Flat,HRK,swe_latest,16.6,2019-01-17
Harkness Flat,HRK,swe_percapr1,58,2019-01-17
Rattlesnake,RTL,swe_latest,13.4,2019-01-17
Rattlesnake,RTL,swe_percapr1,96,2019-01-17
Bucks Lake,BKL,swe_latest,10.4,2019-01-17
Bucks Lake,BKL,swe_percapr1,23,2019-01-17
Four Trees,FOR,swe_latest,8.2,2019-01-17
Four Trees,FOR,swe_percapr1,41,2019-01-17
Noel Spring,NLS,swe_latest,4.4,2019-01-17
Schneiders,SCN,swe_latest,14.5,2019-01-17
Schneiders,SCN,swe_percapr1,42,2019-01-17
Lake Lois,LOS,swe_latest,18.1,2019-01-17
Lake Lois,LOS,swe_percapr1,46,2019-01-17
Carson Pass,CXS,swe_latest,17.6,2019-01-17
Caples Lake,CAP,swe_latest,20.2,2019-01-17
Caples Lake,CAP,swe_percapr1,65,2019-01-17
Alpha,ALP,swe_latest,18.9,2019-01-17
Alpha,ALP,swe_percapr1,53,2019-01-17
Forni Ridge,FRN,swe_latest,22,2019-01-17
Forni Ridge,FRN,swe_percapr1,59,2019-01-17
Silver Lake,SIL,swe_latest,15.2,2019-01-17
Silver Lake,SIL,swe_percapr1,67,2019-01-17
Central Sierra Snow Lab,CSL,swe_latest,22.8,2019-01-17
Central Sierra Snow Lab,CSL,swe_percapr1,68,2019-01-17
Van Vleck,VVL,swe_latest,21.2,2019-01-17
Van Vleck,VVL,swe_percapr1,59,2019-01-17
Huysink,HYS,swe_latest,16.2,2019-01-17
Huysink,HYS,swe_percapr1,38,2019-01-17
Robinson Cow Camp,RCC,swe_latest,24,2019-01-17
Robbs Saddle,RBB,swe_latest,7.6,2019-01-17
Robbs Saddle,RBB,swe_percapr1,35,2019-01-17
Greek Store,GKS,swe_latest,8.3,2019-01-17
Greek Store,GKS,swe_percapr1,39,2019-01-17
Blue Canyon,BLC,swe_latest,6.5,2019-01-17
Blue Canyon,BLC,swe_percapr1,72,2019-01-17
Robbs Powerhouse,RBP,swe_latest,2.2,2019-01-17
Robbs Powerhouse,RBP,swe_percapr1,42,2019-01-17
Deadman Creek,DDM,swe_latest,12.5,2019-01-17
Deadman Creek,DDM,swe_percapr1,34,2019-01-17
Highland Meadow,HHM,swe_latest,26.2,2019-01-17
Highland Meadow,HHM,swe_percapr1,55,2019-01-17
Gianelli Meadow,GNL,swe_latest,31.3,2019-01-17
Gianelli Meadow,GNL,swe_percapr1,56,2019-01-17
Lower Relief Valley,REL,swe_latest,23.3,2019-01-17
Lower Relief Valley,REL,swe_percapr1,56,2019-01-17
Blue Lakes,BLK,swe_latest,16.5,2019-01-17
