station,dwr3id,pname,value,cdecday
Peterson Flat,PET,swe_latest,5.9,2019-12-29
Peterson Flat,PET,swe_percapr1,20,2019-12-29
Red Rock Mountain,RRM,swe_latest,14.8,2019-12-29
Red Rock Mountain,RRM,swe_percapr1,37,2019-12-29
Bonanza King,BNK,swe_latest,9.1,2019-12-29
Bonanza King,BNK,swe_percapr1,23,2019-12-29
Shimmy Lake,SHM,swe_latest,8.7,2019-12-29
Shimmy Lake,SHM,swe_percapr1,22,2019-12-29
Middle Boulder 3,MB3,swe_latest,10.8,2019-12-29
Middle Boulder 3,MB3,swe_percapr1,38,2019-12-29
Scott Mountain,SCT,swe_latest,2.5,2019-12-29
Scott Mountain,SCT,swe_percapr1,16,2019-12-29
Mumbo Basin,MUM,swe_latest,7.2,2019-12-29
Mumbo Basin,MUM,swe_percapr1,32,2019-12-29
Big Flat,BFL,swe_latest,5.6,2019-12-29
Big Flat,BFL,swe_percapr1,36,2019-12-29
Crowder Flat,CWF,swe_latest,1,2019-12-29
Cedar Pass,CDP,swe_latest,5.7,2019-12-29
Cedar Pass,CDP,swe_percapr1,31,2019-12-29
Sand Flat,SDF,swe_latest,8.5,2019-12-29
Sand Flat,SDF,swe_percapr1,20,2019-12-29
Medicine Lake,MED,swe_latest,8.4,2019-12-29
Medicine Lake,MED,swe_percapr1,26,2019-12-29
Adin Mountain,ADM,swe_latest,3.8,2019-12-29
Adin Mountain,ADM,swe_percapr1,28,2019-12-29
Snow Mountain,SNM,swe_latest,4.9,2019-12-29
Snow Mountain,SNM,swe_percapr1,18,2019-12-29
Slate Creek,SLT,swe_latest,2.4,2019-12-29
Slate Creek,SLT,swe_percapr1,8,2019-12-29
Stouts Meadow,STM,swe_latest,7.1,2019-12-29
Stouts Meadow,STM,swe_percapr1,20,2019-12-29
Kettle Rock,KTL,swe_latest,8.9,2019-12-29
Kettle Rock,KTL,swe_percapr1,35,2019-12-29
Grizzly Ridge,GRZ,swe_latest,9.6,2019-12-29
Grizzly Ridge,GRZ,swe_percapr1,32,2019-12-29
Pilot Peak,PLP,swe_latest,13.5,2019-12-29
Pilot Peak,PLP,swe_percapr1,26,2019-12-29
Gold Lake,GOL,swe_latest,11.2,2019-12-29
Gold Lake,GOL,swe_percapr1,31,2019-12-29
Humbug,HMB,swe_latest,15,2019-12-29
Humbug,HMB,swe_percapr1,54,2019-12-29
Harkness Flat,HRK,swe_latest,7.2,2019-12-29
Harkness Flat,HRK,swe_percapr1,25,2019-12-29
Rattlesnake,RTL,swe_latest,7.8,2019-12-29
Rattlesnake,RTL,swe_percapr1,56,2019-12-29
Bucks Lake,BKL,swe_latest,11.3,2019-12-29
Bucks Lake,BKL,swe_percapr1,25,2019-12-29
Four Trees,FOR,swe_latest,5.4,2019-12-29
Four Trees,FOR,swe_percapr1,27,2019-12-29
Noel Spring,NLS,swe_latest,0.7,2019-12-29
Carson Pass,CXS,swe_latest,14,2019-12-29
Alpha,ALP,swe_latest,13.1,2019-12-29
Alpha,ALP,swe_percapr1,36,2019-12-29
Forni Ridge,FRN,swe_latest,13.2,2019-12-29
Forni Ridge,FRN,swe_percapr1,36,2019-12-29
Meadow Lake,MDW,swe_latest,16.6,2019-12-29
Meadow Lake,MDW,swe_percapr1,30,2019-12-29
Silver Lake,SIL,swe_latest,11.8,2019-12-29
Silver Lake,SIL,swe_percapr1,52,2019-12-29
Central Sierra Snow Lab,CSL,swe_latest,12.9,2019-12-29
Central Sierra Snow Lab,CSL,swe_percapr1,38,2019-12-29
Van Vleck,VVL,swe_latest,14.3,2019-12-29
Van Vleck,VVL,swe_percapr1,40,2019-12-29
Robbs Saddle,RBB,swe_latest,3.5,2019-12-29
Robbs Saddle,RBB,swe_percapr1,16,2019-12-29
Blue Canyon,BLC,swe_latest,2,2019-12-29
Blue Canyon,BLC,swe_percapr1,22,2019-12-29
Robbs Powerhouse,RBP,swe_latest,1,2019-12-29
Robbs Powerhouse,RBP,swe_percapr1,19,2019-12-29
Deadman Creek,DDM,swe_latest,6.1,2019-12-29
Deadman Creek,DDM,swe_percapr1,16,2019-12-29
Highland Meadow,HHM,swe_latest,16.6,2019-12-29
Highland Meadow,HHM,swe_percapr1,35,2019-12-29
Gianelli Meadow,GNL,swe_latest,15.1,2019-12-29
Gianelli Meadow,GNL,swe_percapr1,27,2019-12-29
Blue Lakes,BLK,swe_latest,12.2,2019-12-29
Blue Lakes,BLK,swe_percapr1,37,2019-12-29
Stanislaus Meadow,SLM,swe_latest,19.1,2019-12-29
Stanislaus Meadow,SLM,swe_percapr1,40,2019-12-29
Bloods Creek,BLD,swe_latest,16.2,2019-12-29
Bloods Creek,BLD,swe_percapr1,46,2019-12-29
Black Springs,BLS,swe_latest,12.2,2019-12-29
Black Springs,BLS,swe_percapr1,38,2019-12-29
Dana Meadows,DAN,swe_latest,8.3,2019-12-29
Dana Meadows,DAN,swe_percapr1,30,2019-12-29
Slide Canyon,SLI,swe_latest,10.7,2019-12-29
Slide Canyon,SLI,swe_percapr1,26,2019-12-29
Tuolumne Meadows,TUM,swe_latest,6.5,2019-12-29
Tuolumne Meadows,TUM,swe_percapr1,29,2019-12-29
Horse Meadow,HRS,swe_latest,16.9,2019-12-29
Horse Meadow,HRS,swe_percapr1,35,2019-12-29
Ostrander Lake,STR,swe_latest,12.6,2019-12-29
Ostrander Lake,STR,swe_percapr1,36,2019-12-29
Lake Tenaya,TNY,swe_latest,11.3,2019-12-29
Lake Tenaya,TNY,swe_percapr1,34,2019-12-29
Paradise Meadow,PDS,swe_latest,12.7,2019-12-29
Paradise Meadow,PDS,swe_percapr1,31,2019-12-29
Gin Flat,GIN,swe_latest,8.7,2019-12-29
Gin Flat,GIN,swe_percapr1,25,2019-12-29
Lower Kibbie Ridge,KIB,swe_latest,7.3,2019-12-29
Lower Kibbie Ridge,KIB,swe_percapr1,26,2019-12-29
Volcanic Knob,VLC,swe_latest,10.9,2019-12-29
Volcanic Knob,VLC,swe_percapr1,36,2019-12-29
Kaiser Point,KSP,swe_latest,9.4,2019-12-29
Kaiser Point,KSP,swe_percapr1,25,2019-12-29
Green Mountain,GRM,swe_latest,9.7,2019-12-29
Green Mountain,GRM,swe_percapr1,32,2019-12-29
Chilkoot Meadow,CHM,swe_latest,10.2,2019-12-29
Chilkoot Meadow,CHM,swe_percapr1,27,2019-12-29
Huntington Lake,HNT,swe_latest,8,2019-12-29
Huntington Lake,HNT,swe_percapr1,40,2019-12-29
Graveyard Meadow,GRV,swe_latest,7.2,2019-12-29
Graveyard Meadow,GRV,swe_percapr1,39,2019-12-29
Poison Ridge,PSR,swe_latest,12,2019-12-29
Poison Ridge,PSR,swe_percapr1,41,2019-12-29
Charlotte Lake,CRL,swe_latest,12.3,2019-12-29
Charlotte Lake,CRL,swe_percapr1,45,2019-12-29
State Lakes,STL,swe_latest,10.8,2019-12-29
State Lakes,STL,swe_percapr1,37,2019-12-29
Mitchell Meadow,MTM,swe_latest,12.6,2019-12-29
Mitchell Meadow,MTM,swe_percapr1,38,2019-12-29
Upper Burnt Corral,UBC,swe_latest,12.7,2019-12-29
Upper Burnt Corral,UBC,swe_percapr1,37,2019-12-29
West Woodchuck Meadow,WWC,swe_latest,14.1,2019-12-29
West Woodchuck Meadow,WWC,swe_percapr1,43,2019-12-29
Quaking Aspen,QUA,swe_latest,9.8,2019-12-29
Quaking Aspen,QUA,swe_percapr1,47,2019-12-29
Giant Forest,GNF,swe_latest,4.7,2019-12-29
Giant Forest,GNF,swe_percapr1,47,2019-12-29
Upper Tyndall Creek,UTY,swe_latest,6.2,2019-12-29
Upper Tyndall Creek,UTY,swe_percapr1,22,2019-12-29
Crabtree Meadow,CBT,swe_latest,5.6,2019-12-29
Crabtree Meadow,CBT,swe_percapr1,28,2019-12-29
Chagoopa Plateau,CHP,swe_latest,7.3,2019-12-29
Chagoopa Plateau,CHP,swe_percapr1,34,2019-12-29
Pascoes,PSC,swe_latest,9.6,2019-12-29
Pascoes,PSC,swe_percapr1,39,2019-12-29
Wet Meadows,WTM,swe_latest,10.8,2019-12-29
Wet Meadows,WTM,swe_percapr1,35,2019-12-29
Casa Vieja Meadows,CSV,swe_latest,8,2019-12-29
Casa Vieja Meadows,CSV,swe_percapr1,38,2019-12-29
Beach Meadows,BCH,swe_latest,5.4,2019-12-29
Beach Meadows,BCH,swe_percapr1,49,2019-12-29
Dismal Swamp,DSS,swe_latest,10.4,2019-12-29
Dismal Swamp,DSS,swe_percapr1,36,2019-12-29
Big Meadows,BMW,swe_latest,8.8,2019-12-29
Big Meadows,BMW,swe_percapr1,34,2019-12-29
Squaw Valley,SQV,swe_latest,16.4,2019-12-29
Squaw Valley,SQV,swe_percapr1,35,2019-12-29
Independence Creek,INN,swe_latest,4.1,2019-12-29
Independence Creek,INN,swe_percapr1,32,2019-12-29
Truckee 2,TK2,swe_latest,6.4,2019-12-29
Truckee 2,TK2,swe_percapr1,45,2019-12-29
Mount Rose Ski Area,MSK,swe_latest,15.6,2019-12-29
Mount Rose Ski Area,MSK,swe_percapr1,41,2019-12-29
Heavenly Valley,HVN,swe_latest,7.3,2019-12-29
Heavenly Valley,HVN,swe_percapr1,26,2019-12-29
Hagans Meadow,HGM,swe_latest,7.8,2019-12-29
Hagans Meadow,HGM,swe_percapr1,47,2019-12-29
Marlette Lake,MRL,swe_latest,9.4,2019-12-29
Marlette Lake,MRL,swe_percapr1,45,2019-12-29
Echo Peak 5,EP5,swe_latest,15.3,2019-12-29
Echo Peak 5,EP5,swe_percapr1,39,2019-12-29
Rubicon Peak 2,RP2,swe_latest,9.6,2019-12-29
Rubicon Peak 2,RP2,swe_percapr1,33,2019-12-29
Tahoe City Cross,TCC,swe_latest,6.7,2019-12-29
Tahoe City Cross,TCC,swe_percapr1,42,2019-12-29
Ward Creek 3,WC3,swe_latest,11.9,2019-12-29
Ward Creek 3,WC3,swe_percapr1,30,2019-12-29
Fallen Leaf Lake,FLL,swe_latest,2,2019-12-29
Fallen Leaf Lake,FLL,swe_percapr1,29,2019-12-29
Ebbetts Pass,EBB,swe_latest,14.2,2019-12-29
Ebbetts Pass,EBB,swe_percapr1,37,2019-12-29
Horse Meadow,HOR,swe_latest,9.8,2019-12-29
Monitor Pass,MNT,swe_latest,5.7,2019-12-29
Burnside Lake,BSK,swe_latest,12.5,2019-12-29
Forestdale Creek,FDC,swe_latest,15.5,2019-12-29
Poison Flat,PSN,swe_latest,6.8,2019-12-29
Poison Flat,PSN,swe_percapr1,42,2019-12-29
Spratt Creek,SPT,swe_latest,3.1,2019-12-29
Spratt Creek,SPT,swe_percapr1,69,2019-12-29
Leavitt Lake,LVT,swe_latest,17.9,2019-12-29
Summit Meadow,SDW,swe_latest,6.5,2019-12-29
Virginia Lakes,VRG,swe_latest,4.3,2019-12-29
Virginia Lakes,VRG,swe_percapr1,21,2019-12-29
Lobdell Lake,LBD,swe_latest,3.2,2019-12-29
Lobdell Lake,LBD,swe_percapr1,18,2019-12-29
Sonora Pass Bridge,SPS,swe_latest,7.1,2019-12-29
Sonora Pass Bridge,SPS,swe_percapr1,27,2019-12-29
Leavitt Meadows,LVM,swe_latest,5.4,2019-12-29
Leavitt Meadows,LVM,swe_percapr1,68,2019-12-29
Gem Pass,GEM,swe_latest,6.7,2019-12-29
Gem Pass,GEM,swe_percapr1,21,2019-12-29
Sawmill,SWM,swe_latest,6.6,2019-12-29
Sawmill,SWM,swe_percapr1,34,2019-12-29
Cottonwood Lakes,CWD,swe_latest,7,2019-12-29
Cottonwood Lakes,CWD,swe_percapr1,60,2019-12-29
Rock Creek Lakes,RCK,swe_latest,4.8,2019-12-29
Rock Creek Lakes,RCK,swe_percapr1,35,2019-12-29
South Lake,SLK,swe_latest,4.9,2019-12-29
South Lake,SLK,swe_percapr1,31,2019-12-29
Mammoth Pass,MHP,swe_latest,10.8,2019-12-29
Mammoth Pass,MHP,swe_percapr1,25,2019-12-29
Peterson Flat,PET,swe_latest,6,2019-12-30
Peterson Flat,PET,swe_percapr1,21,2019-12-30
Red Rock Mountain,RRM,swe_latest,15.4,2019-12-30
Red Rock Mountain,RRM,swe_percapr1,39,2019-12-30
Bonanza King,BNK,swe_latest,9.1,2019-12-30
Bonanza King,BNK,swe_percapr1,23,2019-12-30
Shimmy Lake,SHM,swe_latest,8.3,2019-12-30
Shimmy Lake,SHM,swe_percapr1,21,2019-12-30
Middle Boulder 3,MB3,swe_latest,10.4,2019-12-30
Middle Boulder 3,MB3,swe_percapr1,37,2019-12-30
Scott Mountain,SCT,swe_latest,2.6,2019-12-30
Scott Mountain,SCT,swe_percapr1,16,2019-12-30
Mumbo Basin,MUM,swe_latest,7.6,2019-12-30
Mumbo Basin,MUM,swe_percapr1,34,2019-12-30
Big Flat,BFL,swe_latest,5.2,2019-12-30
Big Flat,BFL,swe_percapr1,33,2019-12-30
Crowder Flat,CWF,swe_latest,1.2,2019-12-30
Cedar Pass,CDP,swe_latest,5.7,2019-12-30
Cedar Pass,CDP,swe_percapr1,31,2019-12-30
Sand Flat,SDF,swe_latest,8.6,2019-12-30
Sand Flat,SDF,swe_percapr1,20,2019-12-30
Medicine Lake,MED,swe_latest,8.3,2019-12-30
Medicine Lake,MED,swe_percapr1,25,2019-12-30
Adin Mountain,ADM,swe_latest,3.3,2019-12-30
Adin Mountain,ADM,swe_percapr1,24,2019-12-30
Snow Mountain,SNM,swe_latest,5,2019-12-30
Snow Mountain,SNM,swe_percapr1,19,2019-12-30
Slate Creek,SLT,swe_latest,2.4,2019-12-30
Slate Creek,SLT,swe_percapr1,8,2019-12-30
Stouts Meadow,STM,swe_latest,7.1,2019-12-30
Stouts Meadow,STM,swe_percapr1,20,2019-12-30
Kettle Rock,KTL,swe_latest,9,2019-12-30
Kettle Rock,KTL,swe_percapr1,35,2019-12-30
Grizzly Ridge,GRZ,swe_latest,9.7,2019-12-30
Grizzly Ridge,GRZ,swe_percapr1,33,2019-12-30
Pilot Peak,PLP,swe_latest,13.1,2019-12-30
Pilot Peak,PLP,swe_percapr1,25,2019-12-30
Gold Lake,GOL,swe_latest,11.8,2019-12-30
Gold Lake,GOL,swe_percapr1,32,2019-12-30
Humbug,HMB,swe_latest,15,2019-12-30
Humbug,HMB,swe_percapr1,54,2019-12-30
Harkness Flat,HRK,swe_latest,7.2,2019-12-30
Harkness Flat,HRK,swe_percapr1,25,2019-12-30
Rattlesnake,RTL,swe_latest,8,2019-12-30
Rattlesnake,RTL,swe_percapr1,57,2019-12-30
Bucks Lake,BKL,swe_latest,11.4,2019-12-30
Bucks Lake,BKL,swe_percapr1,26,2019-12-30
Four Trees,FOR,swe_latest,5.4,2019-12-30
Four Trees,FOR,swe_percapr1,27,2019-12-30
Noel Spring,NLS,swe_latest,0.7,2019-12-30
Carson Pass,CXS,swe_latest,14,2019-12-30
Alpha,ALP,swe_latest,13.1,2019-12-30
Alpha,ALP,swe_percapr1,36,2019-12-30
Forni Ridge,FRN,swe_latest,13.3,2019-12-30
Forni Ridge,FRN,swe_percapr1,36,2019-12-30
Meadow Lake,MDW,swe_latest,16.7,2019-12-30
Meadow Lake,MDW,swe_percapr1,30,2019-12-30
Silver Lake,SIL,swe_latest,11.9,2019-12-30
Silver Lake,SIL,swe_percapr1,52,2019-12-30
Central Sierra Snow Lab,CSL,swe_latest,12.9,2019-12-30
Central Sierra Snow Lab,CSL,swe_percapr1,38,2019-12-30
Van Vleck,VVL,swe_latest,14.2,2019-12-30
Van Vleck,VVL,swe_percapr1,39,2019-12-30
Robbs Saddle,RBB,swe_latest,3.6,2019-12-30
Robbs Saddle,RBB,swe_percapr1,17,2019-12-30
Blue Canyon,BLC,swe_latest,2.2,2019-12-30
Blue Canyon,BLC,swe_percapr1,25,2019-12-30
Robbs Powerhouse,RBP,swe_latest,0.9,2019-12-30
Robbs Powerhouse,RBP,swe_percapr1,17,2019-12-30
Deadman Creek,DDM,swe_latest,6.1,2019-12-30
Deadman Creek,DDM,swe_percapr1,16,2019-12-30
Highland Meadow,HHM,swe_latest,17,2019-12-30
Highland Meadow,HHM,swe_percapr1,35,2019-12-30
Gianelli Meadow,GNL,swe_latest,15.1,2019-12-30
Gianelli Meadow,GNL,swe_percapr1,27,2019-12-30
Blue Lakes,BLK,swe_latest,12.4,2019-12-30
Blue Lakes,BLK,swe_percapr1,37,2019-12-30
Stanislaus Meadow,SLM,swe_latest,19.2,2019-12-30
Stanislaus Meadow,SLM,swe_percapr1,40,2019-12-30
Bloods Creek,BLD,swe_latest,16.3,2019-12-30
Bloods Creek,BLD,swe_percapr1,46,2019-12-30
Black Springs,BLS,swe_latest,12.2,2019-12-30
Black Springs,BLS,swe_percapr1,38,2019-12-30
Dana Meadows,DAN,swe_latest,8.3,2019-12-30
Dana Meadows,DAN,swe_percapr1,30,2019-12-30
Slide Canyon,SLI,swe_latest,10.8,2019-12-30
Slide Canyon,SLI,swe_percapr1,26,2019-12-30
Tuolumne Meadows,TUM,swe_latest,6.6,2019-12-30
Tuolumne Meadows,TUM,swe_percapr1,29,2019-12-30
Horse Meadow,HRS,swe_latest,17,2019-12-30
Horse Meadow,HRS,swe_percapr1,35,2019-12-30
Ostrander Lake,STR,swe_latest,12.6,2019-12-30
Ostrander Lake,STR,swe_percapr1,36,2019-12-30
Lake Tenaya,TNY,swe_latest,11.3,2019-12-30
Lake Tenaya,TNY,swe_percapr1,34,2019-12-30
Paradise Meadow,PDS,swe_latest,12.7,2019-12-30
Paradise Meadow,PDS,swe_percapr1,31,2019-12-30
Gin Flat,GIN,swe_latest,8.8,2019-12-30
Gin Flat,GIN,swe_percapr1,26,2019-12-30
Lower Kibbie Ridge,KIB,swe_latest,7.2,2019-12-30
Lower Kibbie Ridge,KIB,swe_percapr1,26,2019-12-30
Volcanic Knob,VLC,swe_latest,11,2019-12-30
Volcanic Knob,VLC,swe_percapr1,37,2019-12-30
Kaiser Point,KSP,swe_latest,9.5,2019-12-30
Kaiser Point,KSP,swe_percapr1,25,2019-12-30
Green Mountain,GRM,swe_latest,9.7,2019-12-30
Green Mountain,GRM,swe_percapr1,32,2019-12-30
Chilkoot Meadow,CHM,swe_latest,10.2,2019-12-30
Chilkoot Meadow,CHM,swe_percapr1,27,2019-12-30
Huntington Lake,HNT,swe_latest,8,2019-12-30
Huntington Lake,HNT,swe_percapr1,40,2019-12-30
Graveyard Meadow,GRV,swe_latest,7.2,2019-12-30
Graveyard Meadow,GRV,swe_percapr1,39,2019-12-30
Poison Ridge,PSR,swe_latest,12,2019-12-30
Poison Ridge,PSR,swe_percapr1,41,2019-12-30
Charlotte Lake,CRL,swe_latest,12.5,2019-12-30
Charlotte Lake,CRL,swe_percapr1,45,2019-12-30
State Lakes,STL,swe_latest,11.1,2019-12-30
State Lakes,STL,swe_percapr1,38,2019-12-30
Mitchell Meadow,MTM,swe_latest,12.7,2019-12-30
Mitchell Meadow,MTM,swe_percapr1,39,2019-12-30
Upper Burnt Corral,UBC,swe_latest,12.7,2019-12-30
Upper Burnt Corral,UBC,swe_percapr1,37,2019-12-30
West Woodchuck Meadow,WWC,swe_latest,14.1,2019-12-30
West Woodchuck Meadow,WWC,swe_percapr1,43,2019-12-30
Quaking Aspen,QUA,swe_latest,9.9,2019-12-30
Quaking Aspen,QUA,swe_percapr1,47,2019-12-30
Giant Forest,GNF,swe_latest,4.7,2019-12-30
Giant Forest,GNF,swe_percapr1,47,2019-12-30
Upper Tyndall Creek,UTY,swe_latest,6.2,2019-12-30
Upper Tyndall Creek,UTY,swe_percapr1,22,2019-12-30
Crabtree Meadow,CBT,swe_latest,5.7,2019-12-30
Crabtree Meadow,CBT,swe_percapr1,29,2019-12-30
Chagoopa Plateau,CHP,swe_latest,7.4,2019-12-30
Chagoopa Plateau,CHP,swe_percapr1,34,2019-12-30
Pascoes,PSC,swe_latest,9.6,2019-12-30
Pascoes,PSC,swe_percapr1,39,2019-12-30
Wet Meadows,WTM,swe_latest,10.9,2019-12-30
Wet Meadows,WTM,swe_percapr1,36,2019-12-30
Casa Vieja Meadows,CSV,swe_latest,8,2019-12-30
Casa Vieja Meadows,CSV,swe_percapr1,38,2019-12-30
Beach Meadows,BCH,swe_latest,5.4,2019-12-30
Beach Meadows,BCH,swe_percapr1,49,2019-12-30
Dismal Swamp,DSS,swe_latest,10.3,2019-12-30
Dismal Swamp,DSS,swe_percapr1,35,2019-12-30
Big Meadows,BMW,swe_latest,8.9,2019-12-30
Big Meadows,BMW,swe_percapr1,35,2019-12-30
Squaw Valley,SQV,swe_latest,16.2,2019-12-30
Squaw Valley,SQV,swe_percapr1,35,2019-12-30
Independence Creek,INN,swe_latest,4.3,2019-12-30
Independence Creek,INN,swe_percapr1,34,2019-12-30
Truckee 2,TK2,swe_latest,6.2,2019-12-30
Truckee 2,TK2,swe_percapr1,43,2019-12-30
Mount Rose Ski Area,MSK,swe_latest,15.8,2019-12-30
Mount Rose Ski Area,MSK,swe_percapr1,41,2019-12-30
Heavenly Valley,HVN,swe_latest,7.3,2019-12-30
Heavenly Valley,HVN,swe_percapr1,26,2019-12-30
Hagans Meadow,HGM,swe_latest,7.9,2019-12-30
Hagans Meadow,HGM,swe_percapr1,48,2019-12-30
Marlette Lake,MRL,swe_latest,9.5,2019-12-30
Marlette Lake,MRL,swe_percapr1,45,2019-12-30
Echo Peak 5,EP5,swe_latest,15.6,2019-12-30
Echo Peak 5,EP5,swe_percapr1,39,2019-12-30
Rubicon Peak 2,RP2,swe_latest,9.6,2019-12-30
Rubicon Peak 2,RP2,swe_percapr1,33,2019-12-30
Tahoe City Cross,TCC,swe_latest,6.6,2019-12-30
Tahoe City Cross,TCC,swe_percapr1,41,2019-12-30
Ward Creek 3,WC3,swe_latest,11.9,2019-12-30
Ward Creek 3,WC3,swe_percapr1,30,2019-12-30
Fallen Leaf Lake,FLL,swe_latest,2.1,2019-12-30
Fallen Leaf Lake,FLL,swe_percapr1,30,2019-12-30
Ebbetts Pass,EBB,swe_latest,14.4,2019-12-30
Ebbetts Pass,EBB,swe_percapr1,37,2019-12-30
Horse Meadow,HOR,swe_latest,9.8,2019-12-30
Monitor Pass,MNT,swe_latest,5.8,2019-12-30
Burnside Lake,BSK,swe_latest,12.7,2019-12-30
Forestdale Creek,FDC,swe_latest,15.6,2019-12-30
Poison Flat,PSN,swe_latest,7,2019-12-30
Poison Flat,PSN,swe_percapr1,43,2019-12-30
Spratt Creek,SPT,swe_latest,3.3,2019-12-30
Spratt Creek,SPT,swe_percapr1,73,2019-12-30
Leavitt Lake,LVT,swe_latest,18.1,2019-12-30
Summit Meadow,SDW,swe_latest,6.7,2019-12-30
Virginia Lakes,VRG,swe_latest,4.4,2019-12-30
Virginia Lakes,VRG,swe_percapr1,22,2019-12-30
Lobdell Lake,LBD,swe_latest,3.2,2019-12-30
Lobdell Lake,LBD,swe_percapr1,18,2019-12-30
Sonora Pass Bridge,SPS,swe_latest,7.2,2019-12-30
Sonora Pass Bridge,SPS,swe_percapr1,28,2019-12-30
Leavitt Meadows,LVM,swe_latest,5.3,2019-12-30
Leavitt Meadows,LVM,swe_percapr1,66,2019-12-30
Gem Pass,GEM,swe_latest,6.8,2019-12-30
Gem Pass,GEM,swe_percapr1,21,2019-12-30
Sawmill,SWM,swe_latest,6.6,2019-12-30
Sawmill,SWM,swe_percapr1,34,2019-12-30
Cottonwood Lakes,CWD,swe_latest,7,2019-12-30
Cottonwood Lakes,CWD,swe_percapr1,61,2019-12-30
Rock Creek Lakes,RCK,swe_latest,4.8,2019-12-30
Rock Creek Lakes,RCK,swe_percapr1,35,2019-12-30
South Lake,SLK,swe_latest,4.9,2019-12-30
South Lake,SLK,swe_percapr1,31,2019-12-30
Mammoth Pass,MHP,swe_latest,10.8,2019-12-30
Mammoth Pass,MHP,swe_percapr1,25,2019-12-30
Peterson Flat,PET,swe_latest,6.1,2019-12-31
Peterson Flat,PET,swe_percapr1,21,2019-12-31
Red Rock Mountain,RRM,swe_latest,15.4,2019-12-31
Red Rock Mountain,RRM,swe_percapr1,39,2019-12-31
Bonanza King,BNK,swe_latest,9.2,2019-12-31
Bonanza King,BNK,swe_percapr1,23,2019-12-31
Shimmy Lake,SHM,swe_latest,8.5,2019-12-31
Shimmy Lake,SHM,swe_percapr1,21,2019-12-31
Middle Boulder 3,MB3,swe_latest,10.5,2019-12-31
Middle Boulder 3,MB3,swe_percapr1,37,2019-12-31
Scott Mountain,SCT,swe_latest,2.8,2019-12-31
Scott Mountain,SCT,swe_percapr1,17,2019-12-31
Mumbo Basin,MUM,swe_latest,7.2,2019-12-31
Mumbo Basin,MUM,swe_percapr1,32,2019-12-31
Big Flat,BFL,swe_latest,5,2019-12-31
Big Flat,BFL,swe_percapr1,32,2019-12-31
Crowder Flat,CWF,swe_latest,1,2019-12-31
Cedar Pass,CDP,swe_latest,5.7,2019-12-31
Cedar Pass,CDP,swe_percapr1,31,2019-12-31
Sand Flat,SDF,swe_latest,8.6,2019-12-31
Sand Flat,SDF,swe_percapr1,20,2019-12-31
Medicine Lake,MED,swe_latest,8.4,2019-12-31
Medicine Lake,MED,swe_percapr1,26,2019-12-31
Adin Mountain,ADM,swe_latest,3.4,2019-12-31
Adin Mountain,ADM,swe_percapr1,25,2019-12-31
Snow Mountain,SNM,swe_latest,5.4,2019-12-31
Snow Mountain,SNM,swe_percapr1,20,2019-12-31
Slate Creek,SLT,swe_latest,2.4,2019-12-31
Slate Creek,SLT,swe_percapr1,8,2019-12-31
Stouts Meadow,STM,swe_latest,7.1,2019-12-31
Stouts Meadow,STM,swe_percapr1,20,2019-12-31
Kettle Rock,KTL,swe_latest,9,2019-12-31
Kettle Rock,KTL,swe_percapr1,35,2019-12-31
Grizzly Ridge,GRZ,swe_latest,9.7,2019-12-31
Grizzly Ridge,GRZ,swe_percapr1,33,2019-12-31
Pilot Peak,PLP,swe_latest,13,2019-12-31
Pilot Peak,PLP,swe_percapr1,25,2019-12-31
Gold Lake,GOL,swe_latest,12,2019-12-31
Gold Lake,GOL,swe_percapr1,33,2019-12-31
Humbug,HMB,swe_latest,15,2019-12-31
Humbug,HMB,swe_percapr1,54,2019-12-31
Harkness Flat,HRK,swe_latest,7.5,2019-12-31
Harkness Flat,HRK,swe_percapr1,26,2019-12-31
Rattlesnake,RTL,swe_latest,8.2,2019-12-31
Rattlesnake,RTL,swe_percapr1,58,2019-12-31
Bucks Lake,BKL,swe_latest,11.6,2019-12-31
Bucks Lake,BKL,swe_percapr1,26,2019-12-31
Four Trees,FOR,swe_latest,5.5,2019-12-31
Four Trees,FOR,swe_percapr1,28,2019-12-31
Noel Spring,NLS,swe_latest,1.1,2019-12-31
Carson Pass,CXS,swe_latest,14.1,2019-12-31
Alpha,ALP,swe_latest,13.1,2019-12-31
Alpha,ALP,swe_percapr1,36,2019-12-31
Forni Ridge,FRN,swe_latest,13.3,2019-12-31
Forni Ridge,FRN,swe_percapr1,36,2019-12-31
Meadow Lake,MDW,swe_latest,16.7,2019-12-31
Meadow Lake,MDW,swe_percapr1,30,2019-12-31
Silver Lake,SIL,swe_latest,11.9,2019-12-31
Silver Lake,SIL,swe_percapr1,53,2019-12-31
Central Sierra Snow Lab,CSL,swe_latest,12.8,2019-12-31
Central Sierra Snow Lab,CSL,swe_percapr1,38,2019-12-31
Van Vleck,VVL,swe_latest,14.1,2019-12-31
Van Vleck,VVL,swe_percapr1,39,2019-12-31
Robbs Saddle,RBB,swe_latest,3.5,2019-12-31
Robbs Saddle,RBB,swe_percapr1,16,2019-12-31
Blue Canyon,BLC,swe_latest,2,2019-12-31
Blue Canyon,BLC,swe_percapr1,22,2019-12-31
Robbs Powerhouse,RBP,swe_latest,1,2019-12-31
Robbs Powerhouse,RBP,swe_percapr1,18,2019-12-31
Deadman Creek,DDM,swe_latest,6.1,2019-12-31
